# Runlist.csv file written by KVINDRADB_e475s::WriteRunListFile on Wed Mar 25 16:13:17 2009
Version=10
2 | Buffers=12704 | Events=1191382 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=56614 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=0 | Gene TM=30556 | DEC=6534275 | FC=1191502 | OK=1191501 | FT=1191501 | AVL=1191501 | OCD=1191501 | OA=1191501 | RAZ=1191502 | Plast All=5371023 | Plast G=1438685 | Plast C=28975 | Plast D=5642541 | Trigger multiplicity=0 | Length (min.)=5.040250 | Size (MB)=198.500000 | Dead time (%)=53.972500 | Start Date=9-MAR-2006 05:55:17.00 | End Date=9-MAR-2006 06:00:18.00 | Comments=faisceau 78Kr + 40Ca 5.5 A.MeV | Logbook=runs a priori de trigger 1 mais inexpoitables | 
212 | Buffers=12710 | Events=1419784 | Faraday 1=15 | Faraday 2=0 | Gene DIRECT=403388 | Gene LASER=203 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13008 | Gene TM=41959 | DEC=1755124 | FC=1418769 | OK=1418769 | FT=1418769 | AVL=1418769 | OCD=1418769 | OA=1418769 | RAZ=1418770 | Plast All=1401972 | Plast G=568297 | Plast C=886419 | Plast D=980260 | Trigger multiplicity=1 | Length (min.)=35.923199 | Size (MB)=198.593994 | Dead time (%)=10.748200 | Start Date=17-MAR-2006 18:35:26.00 | End Date=17-MAR-2006 19:11:23.00 | Comments=75Kr13+ + 40Ca 5.5 A.MeV | Logbook= | 
213 | Buffers=12707 | Events=1429800 | Faraday 1=13 | Faraday 2=0 | Gene DIRECT=401583 | Gene LASER=203 | Gene ELECT=204 | Gene TEST=0 | Gene MARQ=9751 | Gene TM=42029 | DEC=1762157 | FC=1430965 | OK=1430965 | FT=1430965 | AVL=1430965 | OCD=1430965 | OA=1430965 | RAZ=1430966 | Plast All=1401829 | Plast G=543625 | Plast C=881834 | Plast D=1001268 | Trigger multiplicity=1 | Length (min.)=35.671299 | Size (MB)=198.546997 | Dead time (%)=10.726300 | Start Date=17-MAR-2006 19:11:24.00 | End Date=17-MAR-2006 19:47:14.00 | Comments=75Kr13+ + 40Ca 5.5 A.MeV | Logbook= | 
214 | Buffers=12703 | Events=1418452 | Faraday 1=11 | Faraday 2=0 | Gene DIRECT=426961 | Gene LASER=203 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13015 | Gene TM=41797 | DEC=1730396 | FC=1416912 | OK=1416912 | FT=1416912 | AVL=1416912 | OCD=1416912 | OA=1416912 | RAZ=1416912 | Plast All=1398492 | Plast G=548861 | Plast C=879039 | Plast D=988328 | Trigger multiplicity=1 | Length (min.)=37.924301 | Size (MB)=198.483994 | Dead time (%)=10.097200 | Start Date=17-MAR-2006 19:47:14.00 | End Date=17-MAR-2006 20:25:12.00 | Comments=75Kr13+ + 40Ca 5.5 A.MeV | Logbook= | 
215 | Buffers=12707 | Events=1415456 | Faraday 1=18 | Faraday 2=0 | Gene DIRECT=458025 | Gene LASER=203 | Gene ELECT=405 | Gene TEST=0 | Gene MARQ=13001 | Gene TM=42590 | DEC=1705306 | FC=1416742 | OK=1416742 | FT=1416742 | AVL=1416742 | OCD=1416742 | OA=1416742 | RAZ=1416743 | Plast All=1431155 | Plast G=533799 | Plast C=895823 | Plast D=1035242 | Trigger multiplicity=1 | Length (min.)=40.599201 | Size (MB)=198.546997 | Dead time (%)=9.570270 | Start Date=17-MAR-2006 20:25:15.00 | End Date=17-MAR-2006 21:06:03.00 | Comments=75Kr13+ + 40Ca 5.5 A.MeV | Logbook= | 
216 | Buffers=12704 | Events=1421558 | Faraday 1=14 | Faraday 2=0 | Gene DIRECT=440695 | Gene LASER=203 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13015 | Gene TM=42048 | DEC=1721526 | FC=1420735 | OK=1420735 | FT=1420735 | AVL=1420735 | OCD=1420735 | OA=1420735 | RAZ=1420736 | Plast All=1338884 | Plast G=478707 | Plast C=834391 | Plast D=985812 | Trigger multiplicity=1 | Length (min.)=39.155300 | Size (MB)=198.500000 | Dead time (%)=9.831650 | Start Date=17-MAR-2006 21:06:03.00 | End Date=17-MAR-2006 21:45:07.00 | Comments=75Kr13+ + 40Ca 5.5 A.MeV | Logbook=P.107 disjonction chassis 1 | 
217 | Buffers=12704 | Events=1413097 | Faraday 1=17 | Faraday 2=0 | Gene DIRECT=470799 | Gene LASER=203 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13000 | Gene TM=42407 | DEC=1696062 | FC=1412968 | OK=1412968 | FT=1412968 | AVL=1412968 | OCD=1412968 | OA=1412968 | RAZ=1412969 | Plast All=1298905 | Plast G=457688 | Plast C=807656 | Plast D=959880 | Trigger multiplicity=1 | Length (min.)=41.835300 | Size (MB)=198.500000 | Dead time (%)=9.263240 | Start Date=17-MAR-2006 21:45:07.00 | End Date=17-MAR-2006 22:27:02.00 | Comments=75Kr13+ + 40Ca 5.5 A.MeV | Logbook= | 
218 | Buffers=12705 | Events=1422099 | Faraday 1=20 | Faraday 2=0 | Gene DIRECT=404881 | Gene LASER=203 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13013 | Gene TM=41323 | DEC=1777220 | FC=1423155 | OK=1423155 | FT=1423155 | AVL=1423155 | OCD=1423155 | OA=1423155 | RAZ=1423156 | Plast All=1173251 | Plast G=407236 | Plast C=726092 | Plast D=871497 | Trigger multiplicity=1 | Length (min.)=35.943001 | Size (MB)=198.516006 | Dead time (%)=10.545100 | Start Date=17-MAR-2006 22:27:03.00 | End Date=17-MAR-2006 23:03:01.00 | Comments=75Kr13+ + 40Ca 5.5 A.MeV | Logbook= | 
219 | Buffers=12710 | Events=1421734 | Faraday 1=18 | Faraday 2=0 | Gene DIRECT=421324 | Gene LASER=203 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=9755 | Gene TM=41628 | DEC=1730695 | FC=1421221 | OK=1421221 | FT=1421221 | AVL=1421221 | OCD=1421221 | OA=1421221 | RAZ=1421221 | Plast All=1185357 | Plast G=408685 | Plast C=730524 | Plast D=880751 | Trigger multiplicity=1 | Length (min.)=37.487301 | Size (MB)=198.593994 | Dead time (%)=10.114500 | Start Date=17-MAR-2006 23:03:02.00 | End Date=17-MAR-2006 23:40:16.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
220 | Buffers=12704 | Events=1418003 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=421853 | Gene LASER=203 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13003 | Gene TM=41405 | DEC=1816275 | FC=1417528 | OK=1417528 | FT=1417528 | AVL=1417528 | OCD=1417528 | OA=1417528 | RAZ=1417528 | Plast All=1103408 | Plast G=378266 | Plast C=678031 | Plast D=819618 | Trigger multiplicity=1 | Length (min.)=37.498199 | Size (MB)=198.500000 | Dead time (%)=10.127200 | Start Date=17-MAR-2006 23:40:16.00 | End Date=18-MAR-2006 00:18:01.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
221 | Buffers=12708 | Events=1420778 | Faraday 1=13 | Faraday 2=0 | Gene DIRECT=492323 | Gene LASER=203 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13018 | Gene TM=42228 | DEC=1716969 | FC=1420849 | OK=1420849 | FT=1420849 | AVL=1420849 | OCD=1420849 | OA=1420849 | RAZ=1420850 | Plast All=1034890 | Plast G=349086 | Plast C=634860 | Plast D=772616 | Trigger multiplicity=1 | Length (min.)=43.691200 | Size (MB)=198.561996 | Dead time (%)=8.810260 | Start Date=18-MAR-2006 00:18:04.00 | End Date=18-MAR-2006 01:01:25.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
222 | Buffers=12704 | Events=1414187 | Faraday 1=15 | Faraday 2=0 | Gene DIRECT=526702 | Gene LASER=204 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=16256 | Gene TM=43141 | DEC=1676721 | FC=1414107 | OK=1414107 | FT=1414107 | AVL=1414107 | OCD=1414107 | OA=1414107 | RAZ=1414107 | Plast All=1097300 | Plast G=374482 | Plast C=677301 | Plast D=812407 | Trigger multiplicity=1 | Length (min.)=46.629700 | Size (MB)=198.500000 | Dead time (%)=8.451630 | Start Date=18-MAR-2006 01:01:28.00 | End Date=18-MAR-2006 01:48:16.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
223 | Buffers=12711 | Events=1419391 | Faraday 1=18 | Faraday 2=0 | Gene DIRECT=523516 | Gene LASER=202 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13014 | Gene TM=43333 | DEC=1677038 | FC=1420446 | OK=1420446 | FT=1420446 | AVL=1420446 | OCD=1420446 | OA=1420446 | RAZ=1420446 | Plast All=1116468 | Plast G=369004 | Plast C=682941 | Plast D=836400 | Trigger multiplicity=1 | Length (min.)=46.458500 | Size (MB)=198.608994 | Dead time (%)=8.488310 | Start Date=18-MAR-2006 01:48:20.00 | End Date=18-MAR-2006 02:35:03.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
224 | Buffers=12710 | Events=1412470 | Faraday 1=20 | Faraday 2=0 | Gene DIRECT=522646 | Gene LASER=203 | Gene ELECT=610 | Gene TEST=0 | Gene MARQ=16255 | Gene TM=42640 | DEC=1672920 | FC=1411952 | OK=1411952 | FT=1411952 | AVL=1411952 | OCD=1411952 | OA=1411952 | RAZ=1411953 | Plast All=1103790 | Plast G=365750 | Plast C=672857 | Plast D=824575 | Trigger multiplicity=1 | Length (min.)=46.497101 | Size (MB)=198.593994 | Dead time (%)=8.420370 | Start Date=18-MAR-2006 02:35:03.00 | End Date=18-MAR-2006 03:21:18.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
225 | Buffers=12711 | Events=1413227 | Faraday 1=19 | Faraday 2=0 | Gene DIRECT=558239 | Gene LASER=406 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16260 | Gene TM=42683 | DEC=1672031 | FC=1413710 | OK=1413710 | FT=1413710 | AVL=1413710 | OCD=1413710 | OA=1413710 | RAZ=1413711 | Plast All=1073623 | Plast G=358719 | Plast C=653116 | Plast D=797521 | Trigger multiplicity=1 | Length (min.)=49.650501 | Size (MB)=198.608994 | Dead time (%)=7.875400 | Start Date=18-MAR-2006 03:21:18.00 | End Date=18-MAR-2006 04:11:08.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
226 | Buffers=12706 | Events=1417117 | Faraday 1=20 | Faraday 2=0 | Gene DIRECT=541528 | Gene LASER=203 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13002 | Gene TM=42674 | DEC=1699187 | FC=1418407 | OK=1418407 | FT=1418407 | AVL=1418407 | OCD=1418407 | OA=1418407 | RAZ=1418408 | Plast All=965887 | Plast G=354027 | Plast C=589592 | Plast D=685870 | Trigger multiplicity=1 | Length (min.)=48.058701 | Size (MB)=198.531006 | Dead time (%)=8.074150 | Start Date=18-MAR-2006 04:11:09.00 | End Date=18-MAR-2006 04:59:10.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
227 | Buffers=12703 | Events=1414758 | Faraday 1=22 | Faraday 2=0 | Gene DIRECT=478723 | Gene LASER=204 | Gene ELECT=609 | Gene TEST=0 | Gene MARQ=16270 | Gene TM=41921 | DEC=1701509 | FC=1412775 | OK=1412775 | FT=1412775 | AVL=1412775 | OCD=1412775 | OA=1412775 | RAZ=1412776 | Plast All=1087197 | Plast G=448012 | Plast C=667589 | Plast D=722246 | Trigger multiplicity=1 | Length (min.)=42.534100 | Size (MB)=198.483994 | Dead time (%)=9.064920 | Start Date=18-MAR-2006 04:59:10.00 | End Date=18-MAR-2006 05:41:26.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
228 | Buffers=12708 | Events=1435321 | Faraday 1=22 | Faraday 2=0 | Gene DIRECT=447330 | Gene LASER=203 | Gene ELECT=203 | Gene TEST=0 | Gene MARQ=9757 | Gene TM=42249 | DEC=1773374 | FC=1435373 | OK=1435373 | FT=1435373 | AVL=1435373 | OCD=1435373 | OA=1435373 | RAZ=1435374 | Plast All=974466 | Plast G=399090 | Plast C=597108 | Plast D=647872 | Trigger multiplicity=1 | Length (min.)=39.704102 | Size (MB)=198.561996 | Dead time (%)=9.655300 | Start Date=18-MAR-2006 05:41:29.00 | End Date=18-MAR-2006 06:21:20.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
229 | Buffers=12706 | Events=1420250 | Faraday 1=16 | Faraday 2=0 | Gene DIRECT=512457 | Gene LASER=203 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13870 | Gene TM=42738 | DEC=1698229 | FC=1421328 | OK=1421328 | FT=1421328 | AVL=1421328 | OCD=1421328 | OA=1421328 | RAZ=1421329 | Plast All=911825 | Plast G=353306 | Plast C=553923 | Plast D=624389 | Trigger multiplicity=1 | Length (min.)=45.406700 | Size (MB)=198.531006 | Dead time (%)=8.571820 | Start Date=18-MAR-2006 06:21:24.00 | End Date=18-MAR-2006 07:07:06.00 | Comments= | Logbook=P.108 disjonction chassis 1 | 
230 | Buffers=12704 | Events=1413330 | Faraday 1=17 | Faraday 2=0 | Gene DIRECT=494901 | Gene LASER=203 | Gene ELECT=405 | Gene TEST=0 | Gene MARQ=13008 | Gene TM=42493 | DEC=1684306 | FC=1412522 | OK=1412522 | FT=1412522 | AVL=1412522 | OCD=1412522 | OA=1412522 | RAZ=1412523 | Plast All=905994 | Plast G=319163 | Plast C=543215 | Plast D=649907 | Trigger multiplicity=1 | Length (min.)=43.949001 | Size (MB)=198.500000 | Dead time (%)=8.817930 | Start Date=18-MAR-2006 07:07:06.00 | End Date=18-MAR-2006 07:51:04.00 | Comments= | Logbook=P.107 disjonction chassis 1 | 
231 | Buffers=12707 | Events=1416047 | Faraday 1=20 | Faraday 2=0 | Gene DIRECT=475648 | Gene LASER=203 | Gene ELECT=408 | Gene TEST=0 | Gene MARQ=13010 | Gene TM=42073 | DEC=1728665 | FC=1417769 | OK=1417769 | FT=1417769 | AVL=1417769 | OCD=1417769 | OA=1417769 | RAZ=1417770 | Plast All=892013 | Plast G=310954 | Plast C=533513 | Plast D=642309 | Trigger multiplicity=1 | Length (min.)=42.249401 | Size (MB)=198.546997 | Dead time (%)=9.094150 | Start Date=18-MAR-2006 07:51:05.00 | End Date=18-MAR-2006 08:33:12.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
232 | Buffers=12703 | Events=1405458 | Faraday 1=39 | Faraday 2=0 | Gene DIRECT=486250 | Gene LASER=203 | Gene ELECT=609 | Gene TEST=0 | Gene MARQ=16253 | Gene TM=42147 | DEC=1685467 | FC=1403716 | OK=1403716 | FT=1403716 | AVL=1403716 | OCD=1403716 | OA=1403716 | RAZ=1403716 | Plast All=911461 | Plast G=326515 | Plast C=544439 | Plast D=646939 | Trigger multiplicity=1 | Length (min.)=43.196701 | Size (MB)=198.483994 | Dead time (%)=8.967500 | Start Date=18-MAR-2006 08:33:12.00 | End Date=18-MAR-2006 09:16:18.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
233 | Buffers=12707 | Events=1401881 | Faraday 1=51 | Faraday 2=0 | Gene DIRECT=583900 | Gene LASER=203 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16266 | Gene TM=43052 | DEC=1640634 | FC=1402895 | OK=1402895 | FT=1402895 | AVL=1402895 | OCD=1402895 | OA=1402895 | RAZ=1402895 | Plast All=889695 | Plast G=339804 | Plast C=534363 | Plast D=608231 | Trigger multiplicity=1 | Length (min.)=51.745499 | Size (MB)=198.546997 | Dead time (%)=7.584460 | Start Date=18-MAR-2006 09:16:21.00 | End Date=18-MAR-2006 10:08:13.00 | Comments= | Logbook=P.111 disjonction chassis 1, puis HF CIME | 
234 | Buffers=12707 | Events=1415877 | Faraday 1=25 | Faraday 2=0 | Gene DIRECT=448061 | Gene LASER=203 | Gene ELECT=405 | Gene TEST=0 | Gene MARQ=12998 | Gene TM=40479 | DEC=1884142 | FC=1417668 | OK=1417668 | FT=1417668 | AVL=1417668 | OCD=1417668 | OA=1417668 | RAZ=1417668 | Plast All=841517 | Plast G=385792 | Plast C=517602 | Plast D=510230 | Trigger multiplicity=1 | Length (min.)=39.820400 | Size (MB)=198.546997 | Dead time (%)=9.304170 | Start Date=18-MAR-2006 10:08:13.00 | End Date=18-MAR-2006 10:48:08.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
235 | Buffers=12706 | Events=1424835 | Faraday 1=24 | Faraday 2=0 | Gene DIRECT=406799 | Gene LASER=203 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=9757 | Gene TM=40740 | DEC=1926384 | FC=1423374 | OK=1423374 | FT=1423374 | AVL=1423374 | OCD=1423374 | OA=1423374 | RAZ=1423374 | Plast All=759532 | Plast G=360706 | Plast C=469923 | Plast D=445951 | Trigger multiplicity=1 | Length (min.)=36.153801 | Size (MB)=198.531006 | Dead time (%)=10.260900 | Start Date=18-MAR-2006 10:48:08.00 | End Date=18-MAR-2006 11:24:12.00 | Comments= | Logbook=P.111 bouffees de bruit ss doute Si75 16 | 
236 | Buffers=9784 | Events=1077643 | Faraday 1=31 | Faraday 2=0 | Gene DIRECT=441017 | Gene LASER=203 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13013 | Gene TM=32806 | DEC=1320032 | FC=1077635 | OK=1077635 | FT=1077635 | AVL=1077635 | OCD=1077635 | OA=1077635 | RAZ=1077636 | Plast All=676788 | Plast G=318719 | Plast C=417613 | Plast D=399059 | Trigger multiplicity=1 | Length (min.)=39.237801 | Size (MB)=152.875000 | Dead time (%)=7.664880 | Start Date=18-MAR-2006 11:24:12.00 | End Date=18-MAR-2006 12:03:19.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
237 | Buffers=12706 | Events=1410655 | Faraday 1=37 | Faraday 2=0 | Gene DIRECT=538849 | Gene LASER=407 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=16264 | Gene TM=42943 | DEC=1675372 | FC=1411836 | OK=1411836 | FT=1411836 | AVL=1411836 | OCD=1411836 | OA=1411836 | RAZ=1411836 | Plast All=1014496 | Plast G=469811 | Plast C=620719 | Plast D=606615 | Trigger multiplicity=1 | Length (min.)=47.738800 | Size (MB)=198.531006 | Dead time (%)=8.217420 | Start Date=18-MAR-2006 12:06:10.00 | End Date=18-MAR-2006 12:54:02.00 | Comments= | Logbook=P.113 disjonction chassis 1 fin de ce run ou debut suivant | 
238 | Buffers=12704 | Events=1393228 | Faraday 1=30 | Faraday 2=0 | Gene DIRECT=590534 | Gene LASER=406 | Gene ELECT=610 | Gene TEST=0 | Gene MARQ=16253 | Gene TM=42850 | DEC=1633473 | FC=1392434 | OK=1392434 | FT=1392434 | AVL=1392434 | OCD=1392434 | OA=1392434 | RAZ=1392435 | Plast All=889660 | Plast G=417446 | Plast C=546636 | Plast D=523428 | Trigger multiplicity=1 | Length (min.)=52.446098 | Size (MB)=198.500000 | Dead time (%)=7.461500 | Start Date=18-MAR-2006 12:54:02.00 | End Date=18-MAR-2006 13:46:15.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
239 | Buffers=12705 | Events=1407630 | Faraday 1=28 | Faraday 2=0 | Gene DIRECT=530260 | Gene LASER=609 | Gene ELECT=408 | Gene TEST=0 | Gene MARQ=16255 | Gene TM=42668 | DEC=1673412 | FC=1408047 | OK=1408047 | FT=1408047 | AVL=1408047 | OCD=1408047 | OA=1408047 | RAZ=1408048 | Plast All=1009119 | Plast G=509030 | Plast C=623487 | Plast D=557371 | Trigger multiplicity=1 | Length (min.)=47.121201 | Size (MB)=198.516006 | Dead time (%)=8.301090 | Start Date=18-MAR-2006 13:46:15.00 | End Date=18-MAR-2006 14:33:18.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
240 | Buffers=12707 | Events=1409842 | Faraday 1=27 | Faraday 2=0 | Gene DIRECT=545165 | Gene LASER=408 | Gene ELECT=407 | Gene TEST=0 | Gene MARQ=13011 | Gene TM=42911 | DEC=1662156 | FC=1410952 | OK=1410952 | FT=1410952 | AVL=1410952 | OCD=1410952 | OA=1410952 | RAZ=1410953 | Plast All=933864 | Plast G=444920 | Plast C=572074 | Plast D=540235 | Trigger multiplicity=1 | Length (min.)=48.409801 | Size (MB)=198.546997 | Dead time (%)=8.063640 | Start Date=18-MAR-2006 14:33:18.00 | End Date=18-MAR-2006 15:22:00.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
241 | Buffers=12705 | Events=1402456 | Faraday 1=24 | Faraday 2=0 | Gene DIRECT=533021 | Gene LASER=406 | Gene ELECT=609 | Gene TEST=0 | Gene MARQ=16259 | Gene TM=42377 | DEC=1659490 | FC=1401506 | OK=1401506 | FT=1401506 | AVL=1401506 | OCD=1401506 | OA=1401506 | RAZ=1401506 | Plast All=946029 | Plast G=452238 | Plast C=578708 | Plast D=544423 | Trigger multiplicity=1 | Length (min.)=47.342999 | Size (MB)=198.516006 | Dead time (%)=8.200490 | Start Date=18-MAR-2006 15:22:00.00 | End Date=18-MAR-2006 16:09:10.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
242 | Buffers=12704 | Events=1406647 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=545736 | Gene LASER=609 | Gene ELECT=408 | Gene TEST=0 | Gene MARQ=16257 | Gene TM=42966 | DEC=1662747 | FC=1406829 | OK=1406829 | FT=1406829 | AVL=1406829 | OCD=1406829 | OA=1406829 | RAZ=1406830 | Plast All=914046 | Plast G=423156 | Plast C=555239 | Plast D=539008 | Trigger multiplicity=1 | Length (min.)=48.465500 | Size (MB)=198.500000 | Dead time (%)=8.114770 | Start Date=18-MAR-2006 16:09:11.00 | End Date=18-MAR-2006 16:57:24.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
243 | Buffers=12711 | Events=1410478 | Faraday 1=21 | Faraday 2=0 | Gene DIRECT=532615 | Gene LASER=407 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13017 | Gene TM=43218 | DEC=1666843 | FC=1411322 | OK=1411322 | FT=1411322 | AVL=1411322 | OCD=1411322 | OA=1411322 | RAZ=1411323 | Plast All=933024 | Plast G=420514 | Plast C=564897 | Plast D=560083 | Trigger multiplicity=1 | Length (min.)=47.378601 | Size (MB)=198.608994 | Dead time (%)=8.317580 | Start Date=18-MAR-2006 16:57:24.00 | End Date=18-MAR-2006 17:45:05.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
244 | Buffers=12704 | Events=1405167 | Faraday 1=19 | Faraday 2=0 | Gene DIRECT=554462 | Gene LASER=406 | Gene ELECT=610 | Gene TEST=0 | Gene MARQ=16264 | Gene TM=42575 | DEC=1672024 | FC=1404406 | OK=1404406 | FT=1404406 | AVL=1404406 | OCD=1404406 | OA=1404406 | RAZ=1404407 | Plast All=889931 | Plast G=390618 | Plast C=535000 | Plast D=544166 | Trigger multiplicity=1 | Length (min.)=49.239700 | Size (MB)=198.500000 | Dead time (%)=7.910660 | Start Date=18-MAR-2006 17:45:05.00 | End Date=18-MAR-2006 18:34:12.00 | Comments=75Kr13+ +40Ca 5.5 A.MeV | Logbook= | 
245 | Buffers=12709 | Events=1408283 | Faraday 1=23 | Faraday 2=0 | Gene DIRECT=544124 | Gene LASER=609 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=16262 | Gene TM=42888 | DEC=1696195 | FC=1408294 | OK=1408294 | FT=1408294 | AVL=1408294 | OCD=1408294 | OA=1408294 | RAZ=1408295 | Plast All=904285 | Plast G=384069 | Plast C=540491 | Plast D=565458 | Trigger multiplicity=1 | Length (min.)=48.391300 | Size (MB)=198.578003 | Dead time (%)=8.124850 | Start Date=18-MAR-2006 18:34:12.00 | End Date=18-MAR-2006 19:22:24.00 | Comments=disjonction chassis 1 | Logbook=115 | 
246 | Buffers=12704 | Events=1400989 | Faraday 1=13 | Faraday 2=0 | Gene DIRECT=537595 | Gene LASER=407 | Gene ELECT=610 | Gene TEST=0 | Gene MARQ=16262 | Gene TM=42886 | DEC=1673754 | FC=1400890 | OK=1400890 | FT=1400890 | AVL=1400890 | OCD=1400890 | OA=1400890 | RAZ=1400891 | Plast All=816212 | Plast G=337318 | Plast C=484717 | Plast D=519241 | Trigger multiplicity=1 | Length (min.)=47.636299 | Size (MB)=198.500000 | Dead time (%)=8.226220 | Start Date=18-MAR-2006 19:22:27.00 | End Date=18-MAR-2006 20:10:16.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
247 | Buffers=4093 | Events=456221 | Faraday 1=5 | Faraday 2=0 | Gene DIRECT=177259 | Gene LASER=203 | Gene ELECT=0 | Gene TEST=0 | Gene MARQ=3248 | Gene TM=14160 | DEC=537590 | FC=456312 | OK=456312 | FT=456312 | AVL=456312 | OCD=456312 | OA=456312 | RAZ=456312 | Plast All=288146 | Plast G=116634 | Plast C=170494 | Plast D=185603 | Trigger multiplicity=1 | Length (min.)=15.840400 | Size (MB)=63.953098 | Dead time (%)=8.137420 | Start Date=18-MAR-2006 20:10:20.00 | End Date=18-MAR-2006 20:26:15.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
248 | Buffers=862 | Events=86945 | Faraday 1=0 | Faraday 2=0 | Gene DIRECT=63195 | Gene LASER=0 | Gene ELECT=204 | Gene TEST=0 | Gene MARQ=3256 | Gene TM=2968 | DEC=98681 | FC=86949 | OK=86949 | FT=86949 | AVL=86949 | OCD=86949 | OA=86949 | RAZ=86950 | Plast All=92 | Plast G=38 | Plast C=55 | Plast D=58 | Trigger multiplicity=1 | Length (min.)=5.676330 | Size (MB)=13.468800 | Dead time (%)=4.951700 | Start Date=18-MAR-2006 20:28:28.00 | End Date=18-MAR-2006 20:34:18.00 | Comments=RUN SANS FAISCEAU (LOG BOOK page 115) | Logbook= | 
249 | Buffers=12704 | Events=1411053 | Faraday 1=19 | Faraday 2=0 | Gene DIRECT=506696 | Gene LASER=406 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=13006 | Gene TM=42409 | DEC=1704322 | FC=1411160 | OK=1411160 | FT=1411160 | AVL=1411160 | OCD=1411160 | OA=1411160 | RAZ=1411161 | Plast All=937896 | Plast G=365210 | Plast C=550106 | Plast D=619561 | Trigger multiplicity=1 | Length (min.)=44.892899 | Size (MB)=198.500000 | Dead time (%)=8.590210 | Start Date=18-MAR-2006 20:35:09.00 | End Date=18-MAR-2006 21:20:05.00 | Comments=75Kr13+ +40Ca 5.5 AMeV | Logbook= | 
250 | Buffers=12706 | Events=1408566 | Faraday 1=19 | Faraday 2=0 | Gene DIRECT=540729 | Gene LASER=609 | Gene ELECT=406 | Gene TEST=0 | Gene MARQ=16257 | Gene TM=42820 | DEC=1724300 | FC=1409475 | OK=1409475 | FT=1409475 | AVL=1409475 | OCD=1409475 | OA=1409475 | RAZ=1409476 | Plast All=831620 | Plast G=311373 | Plast C=486563 | Plast D=559649 | Trigger multiplicity=1 | Length (min.)=47.915401 | Size (MB)=198.531006 | Dead time (%)=8.164400 | Start Date=18-MAR-2006 21:20:09.00 | End Date=18-MAR-2006 22:08:06.00 | Comments=disjonction chassis 1 | Logbook=115 | 
