++KVIDZAFromZGrid
<VARX> Q3Amplitude
43.228400 800.964000
64.342000 765.189000
85.205200 731.755000
110.945000 697.510000
132.472000 673.887000
176.605000 631.372000
224.427000 592.889000
270.127000 559.814000
313.284000 533.508000
361.110000 508.439000
410.482000 484.179000
457.153000 463.401000
500.656000 446.336000
546.576000 429.419000
613.224000 408.256000
667.017000 392.678000
749.267000 371.987000
872.415000 344.344000
995.562000 320.223000
1118.710000 299.390000
1241.860000 281.096000
+KVIDZALine
ID:Z=8 A=16
8	16
24
0.000000 1159.490000
12.812400 1087.580000
22.938100 1051.840000
37.204700 1012.350000
71.251000 945.370000
113.249000 879.498000
151.928000 829.070000
201.131000 777.846000
251.615000 734.465000
292.320000 701.416000
336.745000 669.542000
409.673000 626.805000
481.781000 591.585000
548.709000 560.953000
615.045000 535.206000
685.881000 510.100000
762.930000 486.766000
838.777000 465.219000
914.796000 445.725000
990.778000 427.725000
1066.780000 411.119000
1142.770000 395.746000
1218.770000 381.486000
1294.770000 368.218000
+KVIDZALine
ID:Z=9 A=18
9	18
24
0.000000 1356.603300
14.990508 1272.468600
26.837577 1230.652800
43.529499 1184.449500
83.363670 1106.082900
132.501330 1029.012660
177.755760 970.011900
235.323270 910.079820
294.389550 859.324050
342.014400 820.656720
393.991650 783.364140
479.317410 733.361850
563.683770 692.154450
641.989530 656.315010
719.602650 626.191020
802.480770 596.817000
892.628100 569.516220
981.369090 544.306230
1070.311320 521.498250
1159.210260 500.438250
1248.132600 481.009230
1337.040900 463.022820
1425.960900 446.338620
1514.880900 430.815060
!
++KVIDZAGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_521
<PARAMETER> Runlist=1261-3496
+KVIDZALine
ID:Z=1 A=1
1	1
31
0.000000 30.737200
3.478070 28.699300
9.593370 25.116400
15.135400 22.373900
21.250700 19.631300
29.659200 16.933000
39.405500 14.677100
50.298300 12.509600
66.924300 10.253700
88.820400 8.312250
111.297000 7.153430
143.849000 5.860910
171.363000 5.103230
201.590000 4.345540
236.854000 3.677000
275.994000 3.097590
316.297000 2.741040
356.212000 2.518190
405.772000 2.233080
467.043000 1.992610
522.459000 1.798910
577.875000 1.639580
633.291000 1.506160
688.707000 1.392780
744.123000 1.295230
799.539000 1.210420
854.954000 1.136010
910.370000 1.070230
965.786000 1.011660
1021.200000 0.959160
1076.620000 0.911842
+KVIDZALine
ID:Z=1 A=2
1	2
27
0.000000 40.593000
4.080010 37.836000
8.755030 34.677000
14.917500 31.805200
22.142600 28.416400
34.042600 24.166200
44.880100 21.007200
58.480200 18.365100
72.080200 16.182500
90.355300 13.942500
117.497000 11.699500
144.624000 9.916760
177.906000 8.486020
218.493000 7.279860
263.331000 6.188570
311.700000 5.324840
373.064000 4.517190
439.603000 3.916150
506.142000 3.420720
572.681000 3.047260
639.221000 2.747230
705.760000 2.500920
772.299000 2.295080
838.838000 2.120530
905.378000 1.970660
971.917000 1.840580
1038.460000 1.726610
+KVIDZALine
ID:Z=1 A=3
1	3
24
0.000000 48.406600
6.328390 44.409600
12.405300 40.571500
19.110900 36.861200
27.073800 33.023100
38.599000 28.929000
51.591000 25.410700
65.002200 22.404100
83.652100 19.333600
109.636000 16.327000
144.212000 13.448400
168.520000 12.169000
197.647000 10.825700
219.440000 10.058000
250.244000 9.034530
286.667000 8.157800
329.719000 7.347980
383.906000 6.491430
442.545000 5.722760
507.866000 5.021370
607.331000 4.261960
740.941000 3.526500
874.550000 3.012540
1008.160000 2.628520
+KVIDZALine
ID:Z=2 A=3
2	3
31
0.000000 109.245000
8.542920 100.575000
16.362600 93.625900
23.956700 87.854800
31.995800 82.563800
44.404700 75.552100
61.016900 67.697900
79.617200 60.632900
100.142000 54.720500
124.807000 49.442800
162.301000 43.314000
217.427000 36.435000
279.281000 30.764300
326.508000 27.438800
368.555000 25.285600
419.006000 23.116300
472.805000 21.087000
529.473000 19.267600
587.575000 17.868000
646.395000 16.642900
705.214000 15.574000
764.034000 14.634100
822.854000 13.801200
881.674000 13.058000
940.493000 12.390800
999.313000 11.788400
1058.130000 11.241900
1116.950000 10.743800
1175.770000 10.288000
1234.590000 9.869240
1293.410000 9.483270
+KVIDZALine
ID:Z=2 A=4
2	4
28
0.000000 124.546000
9.471480 113.342000
19.300400 104.011000
32.192800 94.469100
45.978800 85.987000
62.956000 78.353200
81.464900 70.931400
100.263000 64.980200
115.728000 60.806500
131.202000 57.169600
153.275000 52.813900
175.352000 49.163600
209.037000 44.449600
242.757000 40.556000
280.809000 36.921400
318.848000 34.020000
353.432000 31.685600
388.026000 29.715200
429.221000 27.656200
470.421000 25.912300
519.000000 24.174200
567.584000 22.669300
631.344000 21.038800
733.664000 18.952300
841.049000 17.212400
970.721000 15.411000
1100.390000 13.978500
1230.070000 12.784100
+KVIDZALine
ID:Z=2 A=6
2	6
21
0.000000 146.311000
23.655500 121.851000
40.343700 109.614000
66.000800 96.119900
87.845700 85.647600
123.581000 75.253200
161.916000 65.934800
219.814000 56.433900
263.205000 50.566200
309.153000 46.053400
363.679000 41.665100
419.518000 37.628000
471.416000 34.819500
523.982000 32.277800
575.937000 30.148300
654.098000 27.144400
724.038000 25.292300
789.382000 23.820000
884.611000 22.093800
1047.710000 19.561500
1208.790000 17.602700
!
++KVIDZAFromZGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_522
<PARAMETER> Runlist=1261-3496
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.917759,0.995614,1.048086|2:1.050086,1.104712,1.137120|3:1.139120,1.155200,1.225000
<PARAMETER> PIDRANGE2=3:1.761103,1.854274,1.898141|4:1.900141,1.995594,2.111096|6:2.163060,2.214825,2.265000
<PARAMETER> PIDRANGE3=6:2.748877,2.865395,2.928545|7:2.930545,2.995091,3.061101|8:3.063101,3.105630,3.163060|9:3.166116,3.214917,3.283799
<PARAMETER> PIDRANGE4=7:3.613618,3.715106,3.817636|9:3.819636,3.995272,4.057125|10:4.059125,4.124008,4.222235
<PARAMETER> PIDRANGE5=10:4.766453,4.865115,4.930667|11:4.932667,4.995494,5.065111|12:5.067111,5.123660,5.184833|13:5.186833,5.235351,5.340979
<PARAMETER> PIDRANGE6=11:5.646477,5.733077,5.780667|12:5.782667,5.865035,5.940818|13:5.942818,5.995312,6.061273|14:6.063273,6.132895,6.186727|15:6.188727,6.235588,6.303668
<PARAMETER> PIDRANGE7=14:6.790906,6.864655,6.918000|15:6.920000,7.003407,7.074000|16:7.076000,7.123125,7.164000|17:7.166000,7.254000,7.322008
<PARAMETER> PIDRANGE8=17:7.761103,7.994375,8.320480
OnlyZId
+KVIDZALine
ID:Z=1 A=1
1	1
30
0.000000 30.086600
4.678400 28.091900
12.904200 24.584700
20.358800 21.900300
28.584500 19.215800
39.895000 16.574600
53.004800 14.366400
67.656900 12.244800
90.020700 10.036700
119.473000 8.136300
149.707000 7.002020
193.493000 5.736860
230.503000 4.995210
271.161000 4.253560
318.596000 3.599170
371.244000 3.032030
425.455000 2.683020
479.145000 2.464890
545.809000 2.185810
628.226000 1.950440
702.767000 1.760830
777.307000 1.604870
851.848000 1.474280
926.389000 1.363300
1000.930000 1.267820
1075.470000 1.184800
1150.010000 1.111970
1224.550000 1.047580
1299.090000 0.990243
1373.630000 0.938857
+KVIDZALine
ID:Z=2 A=4
2	4
27
0.000000 121.910000
12.740200 110.943000
25.961200 101.810000
43.303000 92.469500
61.846700 84.167000
84.682900 76.694700
109.580000 69.430000
134.865000 63.604800
155.667000 59.519500
176.481000 55.959500
206.172000 51.696000
235.868000 48.123000
281.178000 43.508700
326.535000 39.697600
377.720000 36.139900
428.886000 33.299900
475.407000 31.014900
521.938000 29.086300
577.350000 27.070800
632.769000 25.363800
698.113000 23.662500
763.465000 22.189400
849.229000 20.593500
986.860000 18.551200
1131.310000 16.848000
1305.730000 15.084800
1480.150000 13.682700
+KVIDZALine
ID:Z=3 A=7
3	7
18
0.000000 251.746000
26.986700 217.299000
60.331800 190.331000
106.519000 166.540000
162.886000 146.272000
232.285000 127.453000
311.838000 111.613000
388.983000 99.691800
462.712000 91.124300
549.183000 83.032800
651.491000 74.568600
754.862000 67.763800
866.771000 62.435500
1011.330000 56.293800
1160.080000 51.720100
1301.420000 48.126900
1450.840000 44.788100
1600.250000 41.634900
+KVIDZALine
ID:Z=4 A=9
4	9
28
0.000000 395.819000
4.871800 384.346000
10.072300 372.098000
25.410600 348.651000
41.075500 329.574000
64.353700 306.978000
89.390000 287.870000
126.170000 265.656000
163.067000 248.582000
198.596000 232.896000
238.459000 219.385000
291.543000 204.185000
345.058000 189.332000
410.784000 176.495000
481.351000 164.104000
546.004000 153.745000
616.282000 144.134000
695.494000 134.682000
761.430000 127.748000
844.657000 120.265000
928.955000 113.785000
1013.990000 107.904000
1114.900000 102.234000
1204.260000 97.436400
1300.820000 92.237300
1405.830000 87.155500
1510.840000 82.910900
1615.850000 78.947600
+KVIDZALine
ID:Z=5 A=11
5	11
28
0.000000 553.508000
15.089500 514.752000
30.090800 486.663000
59.017000 450.199000
91.741000 419.743000
130.343000 389.087000
170.005000 366.226000
207.718000 347.951000
245.318000 329.025000
285.897000 312.621000
326.517000 300.479000
368.535000 286.107000
409.408000 275.116000
464.481000 260.097000
519.397000 247.389000
573.615000 236.641000
626.242000 227.077000
696.083000 215.049000
761.014000 205.973000
827.043000 196.703000
893.220000 189.096000
969.219000 180.291000
1043.790000 173.492000
1125.760000 165.952000
1215.870000 158.387000
1300.680000 152.420000
1406.990000 145.243000
1513.300000 138.607000
+KVIDZALine
ID:Z=6 A=12
6	12
24
0.000000 737.795000
9.569700 698.509000
22.869500 666.525000
46.191400 626.012000
82.279900 580.582000
114.141000 550.161000
142.168000 527.030000
187.551000 495.900000
239.633000 462.987000
299.070000 435.131000
353.845000 411.997000
410.595000 391.281000
470.516000 371.536000
530.922000 353.602000
601.502000 335.811000
678.125000 317.788000
759.024000 302.265000
840.823000 287.957000
933.066000 273.460000
1024.610000 259.817000
1148.420000 244.108000
1278.010000 229.622000
1407.600000 216.512000
1537.200000 204.904000
+KVIDZALine
ID:Z=7 A=14
7	14
23
0.000000 917.019000
19.620100 861.971000
32.817400 829.361000
56.531500 786.198000
84.722500 749.761000
114.104000 717.957000
148.191000 684.043000
177.225000 661.161000
234.825000 617.421000
300.227000 581.625000
361.792000 550.266000
419.342000 523.993000
482.609000 498.270000
548.862000 474.823000
611.590000 454.896000
669.817000 438.276000
731.226000 421.887000
820.241000 400.540000
892.210000 385.333000
1002.220000 365.009000
1166.950000 337.887000
1331.670000 314.218000
1496.390000 293.776000
+KVIDZALine
ID:Z=8 A=16
8	16
22
-0.845175 1118.820000
19.227200 1064.690000
31.904400 1029.080000
53.033200 990.628000
94.234300 923.684000
151.282000 859.588000
204.104000 811.161000
271.716000 759.885000
339.328000 717.155000
394.263000 685.819000
453.424000 654.484000
551.672000 613.178000
647.808000 576.145000
738.662000 546.234000
828.459000 522.020000
923.539000 497.806000
1026.010000 475.017000
1129.540000 453.652000
1230.960000 435.135000
1333.440000 416.619000
1434.860000 399.527000
1536.270000 385.284000
+KVIDZALine
ID:Z=9 A=18
9	18
22
-0.988855 1309.019400
22.495824 1245.687300
37.328148 1204.023600
62.048844 1159.034760
110.254131 1080.710280
176.999940 1005.717960
238.801680 949.058370
317.907720 889.065450
397.013760 839.071350
461.287710 802.408230
530.506080 765.746280
645.456240 717.418260
757.935360 674.089650
864.234540 639.093780
969.297030 610.763400
1080.540630 582.433020
1200.431700 555.769890
1321.561800 530.772840
1440.223200 509.107950
1560.124800 487.444230
1678.786200 467.446590
1797.435900 450.782280
!
++KVIDZAGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_522
<PARAMETER> Runlist=1261-3496
+KVIDZALine
ID:Z=1 A=1
1	1
30
0.000000 30.086600
4.678400 28.091900
12.904200 24.584700
20.358800 21.900300
28.584500 19.215800
39.895000 16.574600
53.004800 14.366400
67.656900 12.244800
90.020700 10.036700
119.473000 8.136300
149.707000 7.002020
193.493000 5.736860
230.503000 4.995210
271.161000 4.253560
318.596000 3.599170
371.244000 3.032030
425.455000 2.683020
479.145000 2.464890
545.809000 2.185810
628.226000 1.950440
702.767000 1.760830
777.307000 1.604870
851.848000 1.474280
926.389000 1.363300
1000.930000 1.267820
1075.470000 1.184800
1150.010000 1.111970
1224.550000 1.047580
1299.090000 0.990243
1373.630000 0.938857
+KVIDZALine
ID:Z=1 A=2
1	2
26
0.000000 39.733700
5.488080 37.035200
11.776500 33.943000
20.065800 31.132000
29.784300 27.815000
45.791200 23.654600
60.368900 20.562500
78.662500 17.976400
96.956100 15.840000
121.538000 13.647400
158.047000 11.451900
194.535000 9.706850
239.303000 8.306400
293.898000 7.125770
354.210000 6.057580
419.271000 5.212130
501.813000 4.421580
591.316000 3.833260
680.818000 3.348320
770.321000 2.982770
859.824000 2.689100
949.327000 2.448010
1038.830000 2.246540
1128.330000 2.075690
1217.840000 1.928990
1307.340000 1.801670
+KVIDZALine
ID:Z=1 A=3
1	3
24
0.000000 47.382000
8.512400 43.469600
16.686600 39.712700
25.706300 36.081000
36.417300 32.324100
51.920000 28.316700
69.395800 24.872800
87.435300 21.929900
112.522000 18.924400
147.473000 15.981500
193.981000 13.163800
226.678000 11.911500
265.857000 10.596500
295.172000 9.845140
336.606000 8.843300
385.600000 7.985130
443.510000 7.192450
516.396000 6.354020
595.274000 5.601620
683.137000 4.915080
816.929000 4.171750
996.649000 3.451870
1176.370000 2.948800
1356.090000 2.572900
+KVIDZALine
ID:Z=2 A=3
2	3
29
0.000000 106.932000
11.491200 98.446100
22.009600 91.644200
32.224400 85.995200
43.038000 80.816200
59.729400 73.952900
82.074600 66.265000
107.094000 59.349500
134.702000 53.562300
167.880000 48.396300
218.313000 42.397200
292.463000 35.663800
375.665000 30.113100
439.190000 26.858000
495.749000 24.750400
563.611000 22.627000
635.976000 20.640700
712.201000 18.859800
790.355000 17.489800
869.474000 16.290700
948.593000 15.244400
1027.710000 14.324400
1106.830000 13.509100
1185.950000 12.781600
1265.070000 12.128500
1344.190000 11.538900
1423.310000 11.003900
1502.430000 10.516300
1581.550000 10.069900
+KVIDZALine
ID:Z=2 A=4
2	4
27
0.000000 121.910000
12.740200 110.943000
25.961200 101.810000
43.303000 92.469500
61.846700 84.167000
84.682900 76.694700
109.580000 69.430000
134.865000 63.604800
155.667000 59.519500
176.481000 55.959500
206.172000 51.696000
235.868000 48.123000
281.178000 43.508700
326.535000 39.697600
377.720000 36.139900
428.886000 33.299900
475.407000 31.014900
521.938000 29.086300
577.350000 27.070800
632.769000 25.363800
698.113000 23.662500
763.465000 22.189400
849.229000 20.593500
986.860000 18.551200
1131.310000 16.848000
1305.730000 15.084800
1480.150000 13.682700
+KVIDZALine
ID:Z=2 A=6
2	6
19
0.000000 143.502000
32.081200 119.424000
54.353400 107.591000
88.500000 93.556500
118.527000 84.593500
166.257000 73.662900
217.978000 64.792500
290.484000 55.756800
413.525000 44.812700
486.176000 40.355300
562.753000 36.987100
635.934000 34.086500
700.530000 31.751800
775.325000 29.610200
871.485000 27.174300
958.688000 25.168900
1061.240000 23.105600
1190.850000 21.106300
1410.420000 18.980500
!
++KVIDZAFromZGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_523
<PARAMETER> Runlist=1261-3496
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.917759,0.996359,1.039557|2:1.041557,1.085674,1.128106|3:1.130106,1.155227,1.225000
<PARAMETER> PIDRANGE2=3:1.761103,1.854274,1.898141|4:1.900141,1.995594,2.111096|6:2.163060,2.214825,2.265000
<PARAMETER> PIDRANGE3=6:2.748877,2.865395,2.928545|7:2.930545,2.995091,3.061101|8:3.063101,3.105630,3.163060|9:3.166116,3.214917,3.283799
<PARAMETER> PIDRANGE4=7:3.613618,3.715327,3.798930|9:3.907492,3.995725,4.054000|10:4.056000,4.115185,4.190667|11:4.192667,4.235476,4.285474
<PARAMETER> PIDRANGE5=10:4.766453,4.865115,4.930667|11:4.932667,4.995494,5.065111|12:5.067111,5.123660,5.184833|13:5.186833,5.235351,5.340979
<PARAMETER> PIDRANGE6=11:5.646477,5.735000,5.761778|12:5.763778,5.865000,5.934000|13:5.936000,5.995564,6.063167|14:6.065167,6.115200,6.175667|15:6.177667,6.233400,6.303668
<PARAMETER> PIDRANGE7=14:6.790906,6.864268,6.906222|15:6.908222,6.995165,7.046500|16:7.048500,7.115909,7.164000|17:7.166000,7.245000,7.322008
<PARAMETER> PIDRANGE8=17:7.761103,7.994375,8.320480
OnlyZId
+KVIDZALine
ID:Z=1 A=1
1	1
32
0.000000 30.782000
3.083630 28.741200
8.505410 25.153000
13.418900 22.406500
18.840700 19.660000
26.295600 16.957700
34.936600 14.698500
44.594100 12.527900
59.334500 10.268600
78.747500 8.324370
98.674800 7.163870
127.535000 5.869460
151.929000 5.110670
178.728000 4.351880
209.993000 3.682360
244.694000 3.102110
280.426000 2.745030
315.814000 2.521860
359.754000 2.236340
414.077000 1.995520
463.208000 1.801530
512.339000 1.641970
561.471000 1.508360
610.602000 1.394810
659.733000 1.297120
708.865000 1.212180
757.996000 1.137670
807.127000 1.071790
856.258000 1.013130
905.390000 0.960555
954.521000 0.913169
1003.650000 0.870237
+KVIDZALine
ID:Z=2 A=4
2	4
28
0.000000 124.728000
8.397340 113.507000
17.111600 104.163000
28.541900 94.606900
40.764400 86.112500
55.816300 78.467500
72.226200 71.034800
88.892100 65.075000
102.603000 60.895200
116.323000 57.253000
135.892000 52.891000
155.466000 49.235400
185.330000 44.514400
215.226000 40.615200
248.963000 36.975200
282.688000 34.069600
313.350000 31.731800
344.020000 29.758600
380.544000 27.696500
417.071000 25.950100
460.141000 24.209400
503.216000 22.702300
559.744000 21.069500
650.460000 18.982000
745.667000 17.227600
860.634000 15.432500
975.601000 14.000000
1090.570000 12.809000
+KVIDZALine
ID:Z=3 A=7
3	7
19
0.000000 256.670000
17.189200 222.944000
39.316700 195.817000
69.372800 171.257000
106.027000 149.724000
151.317000 130.648000
203.053000 114.324000
253.406000 102.558000
301.392000 93.667600
357.733000 85.324900
424.374000 77.069500
491.713000 70.271100
564.587000 64.344600
658.769000 58.401700
755.663000 53.419700
847.722000 49.642100
945.048000 46.010400
1042.370000 42.802900
1139.700000 40.087500
+KVIDZALine
ID:Z=4 A=9
4	9
29
0.000000 402.811000
3.511580 390.907000
7.152020 378.565000
17.163500 354.418000
27.187600 335.006000
42.832600 312.779000
60.862700 292.987000
84.988400 271.025000
108.778000 252.466000
132.445000 237.547000
158.669000 222.947000
194.492000 207.053000
230.299000 192.939000
273.744000 178.257000
317.593000 166.246000
364.151000 155.376000
411.017000 145.925000
459.504000 137.732000
507.903000 129.758000
563.488000 122.780000
619.719000 116.132000
676.380000 109.984000
743.708000 103.993000
803.338000 99.254100
867.749000 93.943300
937.783000 88.642900
1007.830000 84.317700
1077.880000 80.258100
1147.940000 76.565500
+KVIDZALine
ID:Z=5 A=11
5	11
31
0.000000 569.994000
3.068760 556.938000
10.822500 523.949000
20.758600 496.379000
39.232000 459.799000
61.414600 428.565000
86.810400 397.991000
112.769000 374.019000
137.118000 354.076000
162.684000 336.557000
189.989000 320.384000
216.377000 305.379000
244.491000 291.623000
271.295000 279.535000
307.949000 265.189000
344.504000 252.608000
380.411000 241.163000
417.062000 230.952000
460.986000 220.146000
504.902000 210.356000
548.640000 201.083000
592.507000 193.103000
642.972000 184.528000
692.406000 177.090000
746.762000 169.284000
806.548000 161.762000
862.805000 155.660000
933.316000 148.237000
1003.850000 141.508000
1074.370000 135.330000
1144.900000 129.680000
+KVIDZALine
ID:Z=6 A=12
6	12
26
0.000000 754.007000
6.037690 715.820000
14.235100 682.850000
29.991600 641.213000
53.854600 595.536000
74.182700 563.591000
92.917400 540.194000
122.384000 507.864000
157.434000 475.466000
195.982000 446.535000
231.933000 422.424000
269.148000 401.467000
308.193000 380.679000
347.584000 362.289000
396.123000 343.322000
444.264000 326.227000
497.115000 309.700000
550.641000 294.935000
611.032000 280.020000
671.052000 266.329000
752.127000 250.176000
837.003000 235.338000
921.877000 221.900000
1006.750000 210.004000
1091.630000 199.321000
1176.510000 189.673000
+KVIDZALine
ID:Z=7 A=14
7	14
24
0.000000 943.324000
13.017700 882.255000
21.882700 849.098000
37.665800 804.456000
55.764200 768.135000
74.897500 734.962000
98.717100 701.430000
116.519000 676.816000
155.401000 634.112000
197.960000 596.042000
237.943000 562.508000
275.533000 535.576000
318.160000 511.067000
360.740000 485.132000
402.789000 466.335000
441.116000 449.314000
481.081000 431.217000
539.817000 410.162000
587.071000 394.207000
659.644000 374.046000
768.033000 346.231000
876.314000 321.657000
984.738000 300.731000
1093.140000 282.273000
+KVIDZALine
ID:Z=8 A=16
8	16
24
0.000000 1157.090000
12.301800 1091.560000
21.218800 1055.770000
34.361200 1016.470000
62.296100 948.047000
99.632100 881.880000
134.874000 832.077000
178.506000 780.723000
223.035000 736.912000
259.189000 703.841000
298.548000 671.815000
363.248000 629.019000
427.159000 593.643000
486.450000 562.785000
545.314000 537.095000
608.095000 511.836000
676.408000 488.431000
743.653000 466.807000
811.051000 447.247000
878.416000 429.185000
945.789000 412.523000
1013.160000 397.098000
1080.540000 382.790000
1147.910000 369.477000
+KVIDZALine
ID:Z=9 A=18
9	18
24
0.000000 1353.795300
14.393106 1277.125200
24.825996 1235.250900
40.202604 1189.269900
72.886437 1109.214990
116.569557 1031.799600
157.802580 973.530090
208.852020 913.445910
260.950950 862.187040
303.251130 823.493970
349.301160 786.023550
425.000160 735.952230
499.776030 694.562310
569.146500 658.458450
638.017380 628.401150
711.471150 598.848120
791.397360 571.464270
870.074010 546.164190
948.929670 523.278990
1027.746720 502.146450
1106.573130 482.651910
1185.397200 464.604660
1264.231800 447.864300
1343.054700 432.288090
!
++KVIDZAGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_523
<PARAMETER> Runlist=1261-3496
+KVIDZALine
ID:Z=1 A=1
1	1
32
0.000000 30.782000
3.083630 28.741200
8.505410 25.153000
13.418900 22.406500
18.840700 19.660000
26.295600 16.957700
34.936600 14.698500
44.594100 12.527900
59.334500 10.268600
78.747500 8.324370
98.674800 7.163870
127.535000 5.869460
151.929000 5.110670
178.728000 4.351880
209.993000 3.682360
244.694000 3.102110
280.426000 2.745030
315.814000 2.521860
359.754000 2.236340
414.077000 1.995520
463.208000 1.801530
512.339000 1.641970
561.471000 1.508360
610.602000 1.394810
659.733000 1.297120
708.865000 1.212180
757.996000 1.137670
807.127000 1.071790
856.258000 1.013130
905.390000 0.960555
954.521000 0.913169
1003.650000 0.870237
+KVIDZALine
ID:Z=1 A=2
1	2
28
0.000000 40.652200
3.617310 37.891200
7.762140 34.727600
13.225800 31.851600
19.631400 28.457900
30.181900 24.201400
39.790400 21.037800
51.848100 18.391900
63.905800 16.206100
80.108300 13.962800
104.172000 11.716600
128.222000 9.931220
157.730000 8.498400
193.714000 7.290480
233.467000 6.197590
276.350000 5.332610
330.755000 4.523780
389.748000 3.921870
448.742000 3.425710
507.735000 3.051700
566.728000 2.751230
625.721000 2.504550
684.714000 2.298410
743.707000 2.123600
802.701000 1.973520
861.694000 1.843250
920.687000 1.729110
979.680000 1.628280
+KVIDZALine
ID:Z=1 A=3
1	3
25
0.000000 48.477200
5.610700 44.474400
10.998500 40.630600
16.943600 36.915000
24.003400 33.071200
34.221500 28.971200
45.740200 25.447800
57.630400 22.436800
74.165300 19.361800
97.202600 16.350900
127.857000 13.468000
149.408000 12.186800
175.232000 10.841500
194.554000 10.072700
221.864000 9.047700
254.157000 8.169700
292.327000 7.358700
340.368000 6.500900
392.357000 5.731100
450.270000 5.028680
538.455000 4.268160
656.912000 3.531620
775.369000 3.016910
893.827000 2.632320
1012.280000 2.334700
+KVIDZALine
ID:Z=2 A=3
2	3
31
0.000000 109.404000
7.574090 100.722000
14.507000 93.762500
21.239800 87.982900
28.367200 82.684300
39.368900 75.662300
54.097100 67.796700
70.588000 60.721300
88.785100 54.800300
110.653000 49.514900
143.895000 43.377200
192.769000 36.488200
247.609000 30.809200
289.479000 27.478800
326.758000 25.322500
371.488000 23.150100
419.185000 21.117800
469.426000 19.295700
520.939000 17.894100
573.088000 16.667200
625.237000 15.596700
677.387000 14.655500
729.536000 13.821300
781.685000 13.077100
833.834000 12.408800
885.983000 11.805600
938.132000 11.258300
990.281000 10.759400
1042.430000 10.303000
1094.580000 9.883630
1146.730000 9.497090
+KVIDZALine
ID:Z=2 A=4
2	4
28
0.000000 124.728000
8.397340 113.507000
17.111600 104.163000
28.541900 94.606900
40.764400 86.112500
55.816300 78.467500
72.226200 71.034800
88.892100 65.075000
102.603000 60.895200
116.323000 57.253000
135.892000 52.891000
155.466000 49.235400
185.330000 44.514400
215.226000 40.615200
248.963000 36.975200
282.688000 34.069600
313.350000 31.731800
344.020000 29.758600
380.544000 27.696500
417.071000 25.950100
460.141000 24.209400
503.216000 22.702300
559.744000 21.069500
650.460000 18.982000
745.667000 17.227600
860.634000 15.432500
975.601000 14.000000
1090.570000 12.809000
+KVIDZALine
ID:Z=2 A=6
2	6
20
0.000000 146.273000
20.848400 121.743000
35.776300 109.433000
58.193300 95.049700
78.328600 86.061800
109.948000 74.959400
144.183000 66.152700
192.101000 56.533300
273.432000 46.021800
321.478000 41.501300
372.099000 37.664400
418.125000 34.525600
463.210000 32.320900
512.658000 29.976400
577.871000 27.404900
633.912000 25.573400
702.665000 23.896600
787.431000 22.087500
932.615000 19.626200
1076.000000 17.636000
!
++KVIDZAFromZGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI2_CSI_524
<PARAMETER> Runlist=1261-3496
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.917759,0.996359,1.039557|2:1.041557,1.085674,1.128106|3:1.130106,1.155227,1.225000
<PARAMETER> PIDRANGE2=3:1.761103,1.854274,1.898141|4:1.900141,1.995594,2.111096|6:2.163060,2.214825,2.265000
<PARAMETER> PIDRANGE3=6:2.748877,2.865395,2.928545|7:2.930545,2.995091,3.061101|8:3.063101,3.105630,3.163060|9:3.166116,3.214917,3.283799
<PARAMETER> PIDRANGE4=7:3.613618,3.715327,3.798930|9:3.907492,3.995725,4.054000|10:4.056000,4.115185,4.190667|11:4.192667,4.235476,4.285474
<PARAMETER> PIDRANGE5=10:4.766453,4.865115,4.930667|11:4.932667,4.995494,5.065111|12:5.067111,5.123660,5.184833|13:5.186833,5.235351,5.340979
<PARAMETER> PIDRANGE6=11:5.646477,5.735000,5.791778|12:5.793778,5.864948,5.927667|13:5.929667,5.995421,6.064000|14:6.066000,6.115694,6.204000|15:6.206000,6.226538,6.303668
<PARAMETER> PIDRANGE7=14:6.790906,6.872917,6.915875|15:6.917875,6.995390,7.082333|16:7.084333,7.144714,7.185667|17:7.187667,7.235667,7.322008
<PARAMETER> PIDRANGE8=16:7.776823,7.824000,7.904000|17:7.906000,7.988158,8.025667|18:8.027667,8.107353,8.192098
OnlyZId
+KVIDZALine
ID:Z=1 A=1
1	1
31
0.000000 30.344800
3.464260 28.333000
9.555280 24.795800
15.075300 22.088200
21.166300 19.380700
29.541400 16.716900
39.249000 14.489800
50.098600 12.349900
66.658600 10.122800
88.467800 8.206140
110.855000 7.062120
143.278000 5.786100
170.683000 5.038090
200.789000 4.290070
235.914000 3.630060
274.899000 3.058050
315.041000 2.706050
354.797000 2.486040
404.161000 2.204570
