++KVIDZAFromZGrid
2.155740 89.158200
5.766180 86.254800
10.700200 82.401400
15.641500 78.758500
29.248400 69.884400
42.534500 62.642700
55.893800 56.757700
69.934200 51.417600
80.813100 47.910200
98.839000 43.112100
116.695000 38.979000
135.339000 36.023800
153.984000 32.981500
172.628000 30.554800
191.272000 28.460700
209.916000 26.635300
228.560000 25.029900
247.205000 23.607000
265.849000 22.337200
284.493000 21.197000
303.137000 20.167600
321.782000 19.233500
340.426000 18.382100
359.070000 17.602900
377.714000 16.887100
396.358000 16.227200
415.003000 15.617000
433.647000 15.051000
452.291000 14.524500
470.935000 14.033700
489.579000 13.574900
508.224000 13.145200
526.868000 12.741900
545.512000 12.362600
564.156000 12.005200
582.801000 11.667900
601.445000 11.349000
620.089000 11.047100
638.733000 10.760800
657.377000 10.488900
676.022000 10.230500
694.666000 9.984530
713.310000 9.750090
731.954000 9.526400
750.599000 9.312750
769.243000 9.108470
787.887000 8.912960
806.531000 8.725670
825.175000 8.546090
843.820000 8.373750
862.464000 8.208220
881.108000 8.049110
899.752000 7.896050
918.396000 7.748700
937.041000 7.606760
955.685000 7.469920
974.329000 7.337910
992.973000 7.210490
1011.620000 7.087420
1030.260000 6.968480
1048.910000 6.853470
1067.550000 6.742190
1086.190000 6.634470
1104.840000 6.530130
1123.480000 6.429030
1142.130000 6.331010
+KVIDZALine
ID:Z=3 A=7
3	7
48
0.000000 185.170000
7.221190 179.491000
19.917900 169.505000
41.887600 153.525000
58.444500 142.807000
80.072600 130.618000
105.173000 118.709000
129.097000 109.025000
154.252000 100.301000
179.660000 92.600500
200.112000 87.202600
223.496000 81.656900
241.238000 77.896600
272.347000 72.375600
303.457000 67.309200
334.566000 62.989300
365.675000 59.190400
396.785000 55.823700
427.894000 52.819400
459.003000 50.121900
490.113000 47.686600
521.222000 45.477000
552.331000 43.463000
583.441000 41.619900
614.550000 39.926800
645.659000 38.366000
676.769000 36.922700
707.878000 35.584000
738.987000 34.338900
770.097000 33.178000
801.206000 32.093000
832.315000 31.076600
863.425000 30.122700
894.534000 29.225600
925.643000 28.380400
956.753000 27.582700
987.862000 26.828600
1018.970000 26.114700
1050.080000 25.437700
1081.190000 24.795000
1112.300000 24.183900
1143.410000 23.602300
1174.520000 23.047900
1205.630000 22.519000
1236.740000 22.013900
1267.850000 21.530900
1298.960000 21.068600
1330.060000 20.625800
+KVIDZALine
ID:Z=4 A=9
4	9
27
0.000000 287.156000
32.541500 261.113000
78.765000 228.369000
137.777000 195.060000
197.731000 169.121000
247.404000 152.138000
305.103000 135.890000
350.016000 124.809000
408.647000 113.439000
467.278000 104.087000
525.910000 96.034400
584.541000 89.138100
643.172000 83.165900
701.803000 77.943700
760.435000 73.338600
819.066000 69.247300
877.697000 65.588300
936.329000 62.296600
994.960000 59.319600
1053.590000 56.614000
1112.220000 54.144600
1170.850000 51.881500
1229.490000 49.800000
1288.120000 47.879200
1346.750000 46.100900
1405.380000 44.450100
1464.010000 42.913400
+KVIDZALine
ID:Z=5 A=11
5	11
35
0.000000 402.425000
38.238300 372.497000
72.510200 347.474000
97.292600 330.609000
122.154000 314.942000
147.836000 299.871000
176.137000 284.481000
214.631000 265.383000
255.815000 247.543000
299.663000 230.864000
341.280000 216.624000
382.948000 203.596000
424.047000 192.124000
474.175000 180.272000
527.934000 169.557000
581.692000 159.132000
635.451000 150.246000
689.210000 142.299000
742.969000 135.151000
796.728000 128.687000
850.487000 122.813000
904.246000 117.452000
958.005000 112.539000
1011.760000 108.021000
1065.520000 103.851000
1119.280000 99.991600
1173.040000 96.408700
1226.800000 93.073600
1280.560000 89.961600
1334.320000 87.050900
1388.080000 84.322700
1441.840000 81.760200
1495.590000 79.349000
1549.350000 77.075900
1603.110000 74.929300
+KVIDZALine
ID:Z=6 A=12
6	12
33
0.000000 530.578000
28.742200 508.005000
54.485400 488.378000
94.118400 459.446000
136.461000 430.951000
173.387000 408.549000
210.225000 388.201000
249.886000 367.750000
292.627000 346.912000
339.882000 325.710000
390.158000 305.690000
437.569000 289.393000
487.614000 274.529000
548.745000 257.666000
613.839000 240.995000
665.857000 229.035000
729.737000 217.241000
793.616000 205.433000
857.495000 195.169000
921.375000 185.882000
985.254000 177.438000
1049.130000 169.728000
1113.010000 162.660000
1176.890000 156.158000
1240.770000 150.155000
1304.650000 144.597000
1368.530000 139.436000
1432.410000 134.630000
1496.290000 130.144000
1560.170000 125.948000
1624.050000 122.014000
1687.930000 118.318000
1751.810000 114.840000
+KVIDZALine
ID:Z=7 A=14
7	14
22
0.000000 668.935000
69.543000 616.447000
128.821000 574.132000
192.331000 532.379000
260.995000 492.021000
337.421000 452.867000
408.529000 420.969000
494.090000 387.838000
575.065000 360.526000
655.053000 336.879000
770.859000 307.549000
882.895000 282.870000
994.931000 262.892000
1106.970000 245.195000
1219.000000 229.730000
1331.040000 216.100000
1443.080000 203.996000
1555.110000 193.177000
1667.150000 183.447000
1779.180000 174.651000
1891.220000 166.659000
2003.260000 159.367000
+KVIDZALine
ID:Z=8 A=16
8	16
27
0.000000 795.500000
72.899600 742.029000
132.481000 699.964000
200.048000 655.316000
289.018000 601.138000
387.721000 548.283000
485.708000 503.351000
563.692000 472.159000
663.805000 438.174000
767.207000 405.968000
864.540000 380.363000
962.786000 356.404000
1042.040000 338.676000
1121.300000 323.989000
1200.560000 309.972000
1279.810000 297.117000
1359.070000 285.286000
1438.330000 274.361000
1517.580000 264.242000
1596.840000 254.842000
1676.100000 246.089000
1755.360000 237.917000
1834.610000 230.270000
1913.870000 223.099000
1993.130000 216.362000
2072.380000 210.019000
2151.640000 204.038000
+KVIDZALine
ID:Z=9 A=18
9	18
16
0.000000 974.184000
62.800200 926.703000
149.280000 864.586000
286.682000 776.686000
405.712000 708.428000
599.819000 617.949000
739.768000 564.861000
938.653000 500.645000
1111.220000 455.340000
1279.800000 419.767000
1448.380000 388.713000
1616.960000 362.065000
1785.540000 338.880000
1954.120000 318.500000
2122.700000 300.421000
2291.280000 284.283000
+KVIDZALine
ID:Z=10 A=20
10	20
19
0.000000 1158.720000
86.719600 1095.820000
179.808000 1029.980000
265.071000 973.380000
361.445000 914.770000
489.870000 843.609000
636.186000 774.745000
741.319000 730.941000
871.713000 679.510000
1049.030000 623.059000
1214.700000 576.090000
1397.800000 532.173000
1595.370000 490.472000
1792.940000 456.650000
1990.510000 426.521000
2188.080000 400.112000
2385.650000 376.790000
2583.220000 356.052000
2780.790000 337.477000
+KVIDZALine
ID:Z=11 A=22
11	22
19
0.000000 1311.080000
83.479200 1247.290000
157.252000 1194.190000
275.207000 1116.500000
394.796000 1042.320000
546.684000 958.988000
699.349000 886.900000
857.954000 820.161000
1015.850000 761.865000
1191.920000 705.141000
1367.670000 655.754000
1544.350000 612.708000
1720.870000 573.667000
1897.400000 540.898000
2073.920000 511.116000
2250.440000 484.422000
2426.960000 460.379000
2603.480000 438.624000
2780.010000 418.832000
+KVIDZALine
ID:Z=12 A=24
12	24
19
0.000000 1507.310000
113.432000 1428.250000
198.712000 1370.040000
339.950000 1276.520000
472.162000 1197.130000
596.793000 1129.150000
714.415000 1070.760000
880.080000 998.322000
1044.340000 932.695000
1194.730000 879.962000
1342.410000 832.462000
1492.300000 788.610000
1638.060000 749.218000
1797.570000 708.791000
1983.640000 671.517000
2169.720000 634.815000
2355.800000 602.829000
2541.880000 574.014000
2727.960000 547.857000
+KVIDZALine
ID:Z=13 A=26
13	26
18
0.000000 1691.420000
138.412000 1593.880000
267.209000 1507.450000
399.095000 1424.280000
532.581000 1347.600000
662.349000 1277.990000
792.081000 1213.010000
932.811000 1149.490000
1074.060000 1091.020000
1261.240000 1021.540000
1447.610000 959.222000
1644.780000 899.308000
1843.320000 846.068000
2061.810000 792.885000
2237.600000 753.665000
2413.400000 720.305000
2589.190000 688.965000
2764.980000 660.233000
+KVIDZALine
ID:Z=14 A=28
14	28
16
0.000000 1884.360000
95.868000 1815.480000
224.225000 1726.700000
373.480000 1630.920000
536.740000 1532.620000
715.103000 1436.930000
908.892000 1343.780000
1104.620000 1257.640000
1302.470000 1179.460000
1482.700000 1116.120000
1644.600000 1062.540000
1825.700000 1009.380000
2024.420000 957.248000
2222.620000 908.839000
2420.820000 866.095000
2619.020000 826.911000
+KVIDZALine
ID:Z=15 A=30
15	30
14
0.000000 2108.330000
149.687000 2004.190000
281.773000 1911.740000
458.294000 1800.350000
634.765000 1697.750000
913.607000 1555.340000
1191.290000 1431.070000
1421.350000 1340.770000
1651.310000 1259.380000
1858.510000 1193.900000
2064.820000 1133.100000
2271.860000 1079.110000
2478.900000 1030.560000
2685.940000 985.893000
+KVIDZALine
ID:Z=16 A=32
16	32
20
0.000000 2313.510000
156.508000 2205.290000
280.482000 2120.690000
405.150000 2040.300000
529.497000 1963.700000
660.669000 1886.810000
793.197000 1815.550000
924.479000 1748.970000
1057.000000 1686.730000
1181.790000 1629.610000
1307.050000 1576.930000
1432.180000 1526.660000
1557.100000 1478.220000
1723.170000 1418.200000
1887.310000 1362.930000
2053.310000 1312.390000
2219.320000 1264.680000
2385.320000 1220.490000
2551.320000 1179.270000
2717.320000 1140.730000
+KVIDZALine
ID:Z=17 A=34
17	34
19
0.000000 2551.310000
152.263000 2449.240000
258.072000 2376.570000
370.504000 2300.980000
479.903000 2230.770000
593.509000 2159.900000
712.745000 2091.410000
824.856000 2031.320000
940.810000 1972.620000
1074.990000 1905.160000
1211.090000 1843.340000
1347.220000 1784.710000
1481.090000 1726.340000
1667.070000 1655.490000
1851.690000 1588.920000
2080.540000 1512.790000
2312.210000 1439.490000
2543.870000 1377.420000
2775.530000 1318.910000
+KVIDZALine
ID:Z=18 A=37
18	37
15
0.000000 2772.340000
228.044000 2613.930000
405.996000 2494.500000
616.804000 2366.880000
843.370000 2234.190000
1114.880000 2096.980000
1378.540000 1974.640000
1650.190000 1861.310000
1867.710000 1780.690000
2021.780000 1727.550000
2175.850000 1677.150000
2329.910000 1629.750000
2483.980000 1584.940000
2638.050000 1542.520000
2792.110000 1502.300000
+KVIDZALine
ID:Z=19 A=39
19	39
14
0.000000 2994.120000
228.823000 2841.740000
434.222000 2703.410000
661.158000 2561.210000
856.090000 2449.920000
1074.720000 2335.070000
1324.840000 2213.320000
1546.550000 2115.440000
1769.850000 2022.580000
1951.320000 1953.410000
2132.790000 1890.260000
2314.250000 1830.400000
2495.720000 1774.260000
2677.190000 1721.490000
+KVIDZALine
ID:Z=20 A=41
20	41
15
0.000000 3245.370000
200.269000 3115.530000
395.604000 2986.390000
589.742000 2860.190000
791.024000 2742.560000
986.087000 2630.780000
1188.780000 2528.290000
1390.740000 2430.330000
1590.330000 2340.440000
1789.060000 2256.830000
1987.010000 2176.840000
2184.960000 2105.470000
2382.910000 2037.560000
2580.860000 1973.840000
2778.810000 1913.990000
+KVIDZALine
ID:Z=21 A=43
21	43
14
0.000000 3454.530000
123.732000 3375.090000
315.453000 3249.100000
523.831000 3109.420000
738.341000 2979.520000
924.157000 2869.910000
1115.440000 2768.920000
1319.140000 2662.690000
1507.560000 2571.000000
1827.980000 2435.260000
2025.200000 2356.030000
2222.430000 2282.050000
2419.650000 2212.740000
2616.870000 2147.420000
+KVIDZALine
ID:Z=22 A=46
22	46
22
0.000000 3698.230000
127.432000 3607.830000
242.219000 3531.300000
352.917000 3460.820000
453.448000 3394.200000
571.047000 3315.790000
698.867000 3238.590000
812.036000 3168.740000
940.311000 3100.490000
1045.320000 3044.930000
1162.290000 2983.000000
1272.440000 2921.380000
1384.070000 2864.060000
1505.220000 2804.750000
1629.010000 2748.940000
1751.420000 2693.950000
1872.750000 2641.290000
1994.080000 2591.420000
2115.410000 2543.230000
2236.740000 2496.810000
2358.070000 2452.040000
2479.400000 2408.860000
+KVIDZALine
ID:Z=23 A=48
23	48
18
0.000000 3900.510000
123.962000 3825.970000
218.987000 3761.870000
307.091000 3708.590000
391.842000 3654.540000
462.061000 3608.010000
533.696000 3563.760000
625.891000 3503.020000
720.581000 3446.430000
811.357000 3391.420000
902.080000 3336.050000
1014.970000 3268.480000
1127.910000 3203.600000
1240.850000 3142.040000
1353.780000 3082.590000
1466.720000 3025.350000
1579.660000 2970.190000
1692.600000 2917.010000
+KVIDZALine
ID:Z=24 A=50
24	50
18
0.000000 4212.550800
133.878960 4132.047600
236.505960 4062.819600
331.658280 4005.277200
423.189360 3946.903200
499.025880 3896.650800
576.391680 3848.860800
675.962280 3783.261600
778.227480 3722.144400
876.265560 3662.733600
974.246400 3602.934000
1096.167600 3529.958400
1218.142800 3459.888000
1340.118000 3393.403200
1462.082400 3329.197200
1584.057600 3267.378000
1706.032800 3207.805200
1828.008000 3150.370800
!
++KVIDZAFromZGrid
<VARX> Q2Amplitude
<VARY> QH1Amplitude
<PARAMETER> IDTelescopes=ID_SI1_SI2_42
<PARAMETER> Runlist=1261-3496
<PARAMETER> PIDRANGE=1-200
<PARAMETER> PIDRANGE1=1:0.945000,1.003690,1.028285|2:1.030285,1.104779,1.145823|3:1.147823,1.184127,1.253232
<PARAMETER> PIDRANGE2=3:1.802040,1.864832,1.883167|4:1.885167,2.003282,2.066667|6:2.178343,2.213529,2.265000
<PARAMETER> PIDRANGE3=6:2.825000,2.875600,2.916692|7:2.918692,3.002955,3.065111|8:3.067111,3.114701,3.160250|9:3.162250,3.223990,3.261967
<PARAMETER> PIDRANGE4=7:3.649534,3.707500,3.781273|9:3.919288,4.003681,4.047636|10:4.049636,4.123621,4.182750|11:4.184750,4.233906,4.305667|12:4.307667,4.335690,4.378886
<PARAMETER> PIDRANGE5=10:4.815000,4.874138,4.910667|11:4.912667,5.003241,5.055250|12:5.057250,5.124927,5.178286|13:5.180286,5.236828,5.295000
<PARAMETER> PIDRANGE6=12:5.738222,5.865220,5.931333|13:5.933333,5.996415,6.064000|14:6.066000,6.133818,6.205429|15:6.207429,6.245299,6.312571|16:6.314571,6.347000,6.414802
<PARAMETER> PIDRANGE7=14:6.779444,6.845609,6.930538|15:6.932538,6.996126,7.067333|16:7.069333,7.144006,7.207636|17:7.209636,7.283667,7.336222|18:7.338222,7.423947,7.482050
<PARAMETER> PIDRANGE8=15:7.776387,7.894444,7.907846|16:7.909846,8.003525,8.065667|17:8.067667,8.125324,8.192571|18:8.194571,8.246015,8.306222|19:8.308222,8.354583,8.402333|20:8.404333,8.438235,8.505000
<PARAMETER> PIDRANGE9=18:8.769333,8.864918,8.921273|19:8.923273,8.995852,9.067571|20:9.069571,9.125102,9.194000|21:9.196000,9.245236,9.317077|22:9.319077,9.375811,9.446569
<PARAMETER> PIDRANGE10=20:9.748500,9.863911,9.920364|21:9.922364,10.003809,10.061857|22:10.063857,10.134557,10.196083|23:10.198083,10.255608,10.321692|24:10.323692,10.375204,10.464909
<PARAMETER> PIDRANGE11=22:10.798548,10.864831,10.929455|23:10.931455,11.004329,11.060500|24:11.062500,11.124786,11.178375|25:11.180375,11.235093,11.298138|26:11.300138,11.335737,11.398400|27:11.400400,11.454333,11.505000
<PARAMETER> PIDRANGE12=24:11.695000,11.745909,11.810222|25:11.812222,11.875481,11.930429|26:11.932429,11.995631,12.062438|27:12.064438,12.133617,12.189818|28:12.191818,12.244925,12.316222|29:12.318222,12.364589,12.423208
<PARAMETER> PIDRANGE13=26:12.675000,12.744732,12.784625|27:12.786625,12.865403,12.929417|28:12.931417,12.995774,13.060944|29:13.062944,13.133924,13.197667|30:13.199667,13.245791,13.307611|31:13.309611,13.374671,13.435000
<PARAMETER> PIDRANGE14=28:13.658704,13.744973,13.800250|29:13.802250,13.874979,13.930218|30:13.932218,14.004198,14.059159|31:14.061159,14.115349,14.172684|32:14.174684,14.225397,14.287750|33:14.289750,14.325227,14.385667
<PARAMETER> PIDRANGE15=30:14.594185,14.644737,14.686692|31:14.688692,14.765276,14.818802|32:14.820802,14.884747,14.938692|33:14.940692,14.995634,15.059839|34:15.061839,15.115372,15.179882|35:15.181882,15.235297,15.298231|36:15.300231,15.354507,15.421351
<PARAMETER> PIDRANGE16=32:15.572788,15.625000,15.665250|33:15.667250,15.754810,15.807986|34:15.809986,15.884547,15.939543|35:15.941543,16.004333,16.058221|36:16.060221,16.114376,16.171903|37:16.173903,16.215727,16.281813|38:16.283813,16.325270,16.385000
<PARAMETER> PIDRANGE17=35:16.582286,16.655824,16.709099|36:16.711099,16.775152,16.828162|37:16.830162,16.885078,16.945167|38:16.947167,16.995619,17.059346|39:17.061346,17.114880,17.178430|40:17.180430,17.225208,17.295852|41:17.297852,17.354463,17.407160
<PARAMETER> PIDRANGE18=37:17.566674,17.644551,17.679487|38:17.681487,17.755403,17.813412|39:17.815412,17.884775,17.939686|40:17.941686,18.004463,18.062177|41:18.064177,18.115082,18.179548|42:18.181548,18.244820,18.307684|43:18.309684,18.354990,18.418607|44:18.420607,18.464849,18.511643
<PARAMETER> PIDRANGE19=39:18.571588,18.645304,18.687933|40:18.689933,18.764996,18.818239|41:18.820239,18.885181,18.940848|42:18.942848,19.004605,19.058050|43:19.060050,19.114729,19.169587|44:19.171587,19.224533,19.276587|45:19.278587,19.315162,19.378828|46:19.380828,19.415636,19.472115
<PARAMETER> PIDRANGE20=42:19.578647,19.674627,19.704561|43:19.706561,19.774785,19.820626|44:19.822626,19.884692,19.941385|45:19.943385,19.995199,20.061333|46:20.063333,20.124789,20.190406|47:20.192406,20.235303,20.299549|48:20.301549,20.375159,20.476400
<PARAMETER> PIDRANGE21=44:20.676280,20.745029,20.790622|45:20.792622,20.875029,20.930392|46:20.932392,21.004503,21.061355|47:21.063355,21.115121,21.192190|48:21.194190,21.235187,21.318407|49:21.320407,21.364639,21.400283
<PARAMETER> PIDRANGE22=47:21.654883,21.755193,21.779862|48:21.781862,21.865040,21.920125|49:21.922125,22.004248,22.056615|50:22.058615,22.114648,22.199740
<PARAMETER> PIDRANGE23=48:22.644185,23.004273,23.412945
OnlyZId
+KVIDZALine
ID:Z=1 A=1
1	1
61
0.000000 23.213900
2.237980 21.400200
5.588440 18.951100
8.831190 16.872700
16.025500 13.418500
21.569100 11.614300
28.564700 9.832350
35.644600 8.590200
55.198900 6.569050
74.589000 5.190610
94.061200 4.314530
113.533000 3.691480
133.006000 3.225670
152.478000 2.864240
171.950000 2.575650
191.422000 2.339880
210.894000 2.143660
230.367000 1.977810
249.839000 1.835770
269.311000 1.712770
288.783000 1.605220
308.255000 1.510370
327.728000 1.426110
347.200000 1.350760
366.672000 1.282960
386.144000 1.221650
405.616000 1.165930
425.089000 1.115070
444.561000 1.068460
464.033000 1.025600
483.505000 0.986051
502.977000 0.949432
522.450000 0.915407
541.922000 0.883710
561.394000 0.854110
580.866000 0.826424
600.338000 0.800489
619.811000 0.776132
639.283000 0.753213
658.755000 0.731609
678.227000 0.711210
697.699000 0.691918
717.172000 0.673644
736.644000 0.656311
756.116000 0.639848
775.588000 0.624190
795.060000 0.609281
814.533000 0.595067
834.005000 0.581501
853.477000 0.568539
872.949000 0.556143
892.421000 0.544276
911.894000 0.532905
931.366000 0.522000
950.838000 0.511531
970.310000 0.501475
989.782000 0.491806
1009.250000 0.482503
1028.730000 0.473545
1048.200000 0.464914
1067.670000 0.456592
+KVIDZALine
ID:Z=2 A=4
2	4
67
0.000000 90.800000
1.792560 89.381000
5.768840 86.233300
10.645600 82.560900
15.393800 79.151200
29.172800 70.131100
42.936200 62.565300
56.581500 56.413800
70.879500 51.175500
81.950800 47.682400
100.268000 42.764100
118.370000 38.851800
137.430000 35.977900
156.491000 32.862800
175.551000 30.444800
194.612000 28.358100
213.672000 26.539200
232.733000 24.939500
251.793000 23.521700
270.854000 22.256500
289.914000 21.120400
308.975000 20.094700
328.035000 19.163900
347.096000 18.315600
366.156000 17.539200
385.217000 16.826000
404.277000 16.168500
423.338000 15.560400
442.398000 14.996400
461.459000 14.471900
480.520000 13.982800
499.580000 13.525700
518.641000 13.097600
537.701000 12.695700
556.762000 12.317700
575.822000 11.961600
594.883000 11.625500
613.943000 11.307800
633.004000 11.007000
652.064000 10.721700
671.125000 10.450900
690.185000 10.193400
709.246000 9.948270
728.306000 9.714680
747.367000 9.491800
766.427000 9.278920
785.488000 9.075380
804.548000 8.880580
823.609000 8.693960
842.669000 8.515030
861.730000 8.343310
880.790000 8.178390
899.851000 8.019850
918.911000 7.867350
937.972000 7.720530
957.032000 7.579100
976.093000 7.442760
995.154000 7.311230
1014.210000 7.184270
1033.270000 7.061650
1052.340000 6.943140
1071.400000 6.828540
1090.460000 6.717670
1109.520000 6.610330
1128.580000 6.506380
1147.640000 6.405640
1166.700000 6.307980
+KVIDZALine
ID:Z=3 A=7
3	7
46
0.000000 185.083000
7.755110 179.064000
20.635100 169.066000
42.974600 153.026000
58.138100 143.275000
80.448500 130.702000
105.589000 118.750000
129.530000 108.935000
154.682000 100.099000
180.435000 92.593700
200.827000 87.338800
224.134000 81.842500
241.911000 78.028800
273.246000 72.270500
304.581000 67.287800
335.917000 62.938200
367.252000 59.116800
398.588000 55.732900
429.923000 52.715400
461.259000 50.007900
492.594000 47.564900
523.930000 45.349500
555.265000 43.331200
586.601000 41.485000
617.936000 39.789700
649.271000 38.227400
680.607000 36.783300
711.942000 35.444200
743.278000 34.199200
774.613000 33.038800
805.949000 31.954500
837.284000 30.939100
868.620000 29.986200
899.955000 29.090300
931.290000 28.246400
962.626000 27.450000
993.961000 26.697300
1025.300000 25.984800
1056.630000 25.309400
1087.970000 24.668100
1119.300000 24.058600
1150.640000 23.478500
1181.970000 22.925600
1213.310000 22.398200
1244.640000 21.894600
1275.980000 21.413100
+KVIDZALine
ID:Z=4 A=9
4	9
49
0.000000 286.726000
22.154800 269.307000
54.782500 245.224000
77.068100 230.077000
106.172000 212.383000
137.463000 195.847000
169.834000 181.082000
198.058000 169.642000
222.432000 160.712000
245.263000 153.322000
277.429000 144.208000
302.500000 137.647000
329.295000 130.973000
351.445000 125.808000
381.175000 119.807000
410.904000 114.235000
440.634000 109.169000
470.364000 104.532000
500.093000 100.274000
529.823000 96.348400
559.553000 92.718900
589.283000 89.353000
619.012000 86.222800
648.742000 83.304600
678.472000 80.577400
708.201000 78.023100
737.931000 75.625800
767.661000 73.371400
797.390000 71.247600
827.120000 69.243200
856.850000 67.348500
886.579000 65.554800
916.309000 63.854100
946.039000 62.239400
975.769000 60.704400
1005.500000 59.243300
1035.230000 57.850800
1064.960000 56.522300
1094.690000 55.253500
1124.420000 54.040300
1154.150000 52.879300
1183.880000 51.767100
1213.610000 50.700800
1243.340000 49.677500
1273.070000 48.694700
1302.800000 47.750000
1332.520000 46.841300
1362.250000 45.966500
1391.980000 45.123800
+KVIDZALine
ID:Z=5 A=11
5	11
40
0.000000 403.094000
37.902800 372.824000
71.593600 347.817000
96.915200 330.554000
121.668000 314.872000
149.014000 298.872000
175.687000 284.470000
215.512000 264.994000
255.359000 247.571000
298.518000 231.053000
341.571000 216.322000
382.639000 203.938000
423.579000 192.930000
473.450000 180.727000
523.824000 169.268000
569.059000 159.762000
614.294000 152.310000
659.529000 145.096000
704.764000 138.535000
749.999000 132.542000
795.234000 127.046000
840.469000 121.987000
885.704000 117.316000
930.939000 112.989000
976.174000 108.970000
1021.410000 105.228000
1066.640000 101.733000
1111.880000 98.463700
1157.110000 95.397600
1202.350000 92.516800
1247.580000 89.804800
1292.820000 87.247400
1338.050000 84.831500
1383.290000 82.545800
1428.520000 80.380100
1473.760000 78.325100
1518.990000 76.372600
1564.230000 74.515000
1609.460000 72.745700
1654.700000 71.058400
+KVIDZALine
ID:Z=6 A=12
6	12
33
0.000000 531.472000
26.896200 509.764000
53.012300 489.459000
94.210600 459.426000
135.816000 431.372000
171.850000 408.859000
209.152000 387.431000
248.794000 366.792000
291.282000 346.834000
339.605000 326.031000
388.356000 307.221000
436.345000 290.680000
486.056000 275.198000
546.800000 257.855000
611.589000 241.780000
664.593000 229.556000
727.239000 216.648000
789.886000 205.544000
852.532000 195.335000
915.179000 186.092000
977.825000 177.684000
1040.470000 170.003000
1103.120000 162.959000
1165.770000 156.475000
1228.410000 150.488000
1291.060000 144.941000
1353.710000 139.789000
1416.350000 134.991000
1479.000000 130.511000
1541.640000 126.319000
1604.290000 122.388000
1666.940000 118.695000
1729.580000 115.217000
+KVIDZALine
ID:Z=7 A=14
7	14
22
0.000000 669.862000
68.252200 617.025000
127.651000 574.706000
190.823000 533.154000
259.291000 493.265000
332.741000 455.843000
405.950000 422.540000
490.812000 389.241000
571.230000 361.974000
654.543000 337.448000
765.514000 307.921000
876.754000 283.522000
987.994000 263.387000
1099.230000 245.571000
1210.480000 230.013000
1321.720000 216.309000
1432.960000 204.146000
1544.200000 193.278000
1655.440000 183.508000
1766.680000 174.679000
1877.920000 166.660000
1989.160000 159.345000
+KVIDZALine
ID:Z=8 A=16
8	16
27
0.000000 799.003000
71.492900 743.189000
134.731000 696.816000
198.353000 654.484000
289.368000 601.450000
386.617000 550.791000
485.319000 505.072000
561.893000 473.099000
661.033000 437.761000
765.724000 407.775000
862.365000 382.134000
959.647000 358.227000
1040.580000 340.181000
1121.510000 325.842000
1202.450000 311.739000
1283.380000 298.805000
1364.320000 286.903000
1445.250000 275.912000
1526.180000 265.732000
1607.120000 256.276000
1688.050000 247.471000
1768.980000 239.250000
1849.920000 231.558000
1930.850000 224.345000
2011.780000 217.568000
2092.720000 211.188000
2173.650000 205.172000
+KVIDZALine
ID:Z=9 A=18
9	18
16
0.000000 976.899000
61.322200 928.269000
146.546000 865.172000
284.127000 777.152000
403.915000 709.169000
597.867000 618.555000
737.274000 565.719000
935.939000 501.220000
1107.860000 456.676000
1275.470000 419.347000
1443.080000 389.021000
1610.690000 362.270000
1778.300000 338.959000
1945.910000 318.475000
2113.520000 300.335000
2281.130000 284.151000
+KVIDZALine
ID:Z=10 A=20
10	20
19
0.000000 1142.560000
86.605500 1073.940000
173.120000 1013.630000
245.539000 965.571000
335.822000 909.940000
459.229000 840.427000
596.523000 772.175000
696.241000 729.794000
819.905000 680.714000
986.348000 623.267000
1142.560000 577.652000
1315.000000 534.730000
1500.670000 492.758000
1686.340000 459.112000
1872.010000 429.040000
2057.680000 402.618000
2243.350000 379.256000
2429.010000 358.480000
2614.680000 339.862000
+KVIDZALine
ID:Z=11 A=22
11	22
19
0.000000 1314.010000
82.691400 1250.950000
156.071000 1197.410000
274.195000 1117.620000
389.165000 1047.540000
546.065000 962.868000
697.547000 889.336000
854.758000 821.537000
1012.620000 762.597000
1188.060000 705.902000
1363.370000 657.221000
1539.490000 614.036000
1715.310000 575.395000
1891.140000 541.579000
2066.960000 511.612000
2242.790000 484.716000
2418.610000 460.475000
2594.430000 438.558000
2770.260000 418.633000
+KVIDZALine
ID:Z=12 A=24
12	24
23
0.000000 1511.570000
108.676000 1431.670000
206.273000 1363.740000
338.233000 1278.440000
471.323000 1200.770000
591.561000 1135.430000
712.863000 1073.630000
877.496000 1000.180000
1041.510000 934.335000
1190.890000 882.050000
1340.870000 832.320000
1487.010000 789.437000
1632.960000 751.557000
1792.270000 710.993000
1977.640000 670.036000
2082.020000 650.437000
2186.400000 630.327000
2290.790000 611.868000
2395.170000 594.460000
2499.550000 578.014000
2603.930000 562.454000
2708.320000 547.710000
2812.700000 533.719000
+KVIDZALine
ID:Z=13 A=26
13	26
17
0.000000 1697.400000
139.486000 1597.760000
265.328000 1511.650000
398.011000 1426.760000
529.421000 1349.690000
659.289000 1280.580000
789.629000 1216.650000
929.940000 1152.970000
1070.370000 1094.420000
1256.730000 1023.880000
1442.810000 961.065000
1639.900000 902.772000
1837.900000 850.790000
2055.710000 798.406000
2273.510000 753.872000
2491.310000 713.460000
2709.110000 677.125000
+KVIDZALine
ID:Z=14 A=28
14	28
17
0.000000 1889.650000
93.299200 1822.130000
223.616000 1731.300000
371.248000 1634.660000
535.178000 1536.760000
712.607000 1440.110000
