# Runlist.csv file written by KVINDRADB5::WriteRunListFile on Thu Jun 11 11:24:50 2009
Version=10
6004 | Events=119691 | Faraday 1=33794 | Buffers=12108 | Gene DIRECT=3410361 | Gene MARQ=1436884 | Gene TM=875538 | Trigger multiplicity=1 | Dead time (%)=44.365250 | Length (min.)=47.000000 | Comments=Run Automate  Si | Start Date=03/04/2001 05:43:00 | 
6005 | Events=240432 | Faraday 1=42580 | Buffers=5808 | Gene DIRECT=4400037 | Gene MARQ=2424019 | Gene TM=875538 | Trigger multiplicity=1 | Dead time (%)=44.308201 | Length (min.)=89.000000 | Comments=Run Automate  Chio | Start Date=03/04/2001 06:30:00 | 
6006 | Events=783459 | Faraday 1=870271 | Buffers=5797 | Gene DIRECT=5981743 | Gene MARQ=3366087 | Gene TM=1108366 | Trigger multiplicity=1 | Dead time (%)=42.374302 | Length (min.)=5.000000 | Comments=seuil Si 5.8 augmenté | Start Date=03/04/2001 10:15:00 | Logbook=c12p54 | 
6007 | Events=1606811 | Faraday 1=876406 | Buffers=12117 | Gene DIRECT=6130412 | Gene MARQ=3375582 | Gene TM=1214468 | Trigger multiplicity=1 | Dead time (%)=44.085045 | Length (min.)=11.000000 | Comments=Gain 150 Mu comme les autres | Start Date=03/04/2001 10:23:00 | Logbook=C12P55 | 
6008 | Events=994460 | Faraday 1=879907 | Buffers=7286 | Gene DIRECT=6211811 | Gene MARQ=3378757 | Gene TM=1271312 | Trigger multiplicity=1 | Dead time (%)=44.874260 | Length (min.)=7.000000 | Start Date=03/04/2001 10:34:00 | 
6009 | Events=560792 | Faraday 1=885264 | Buffers=4100 | Gene DIRECT=6617847 | Gene MARQ=3394576 | Gene TM=1367004 | Trigger multiplicity=1 | Dead time (%)=42.410458 | Length (min.)=5.000000 | Comments=Tous les Gains standard INDRA+Entrée 2 du Gr 1 Trigger fermé | Start Date=03/04/2001 11:13:00 | 
6010 | Events=1398343 | Faraday 1=890423 | Buffers=12117 | Gene DIRECT=6759193 | Gene MARQ=3404057 | Gene TM=1419780 | Trigger multiplicity=1 | Dead time (%)=42.316616 | Length (min.)=12.000000 | Comments=Tous les détecteurs démasqués | Start Date=03/04/2001 11:18:00 | 
6011 | Events=1431908 | Faraday 1=895688 | Buffers=12117 | Gene DIRECT=6889091 | Gene MARQ=3410404 | Gene TM=1462232 | Trigger multiplicity=1 | Dead time (%)=42.034019 | Length (min.)=12.000000 | Start Date=03/04/2001 11:30:00 | 
6012 | Events=1328009 | Faraday 1=900583 | Buffers=11291 | Gene DIRECT=7008754 | Gene MARQ=3416721 | Gene TM=1501119 | Trigger multiplicity=1 | Dead time (%)=41.790234 | Length (min.)=10.000000 | Start Date=03/04/2001 11:42:00 | 
6013 | Events=148009 | Faraday 1=903017 | Buffers=1201 | Gene DIRECT=7067171 | Gene MARQ=3419895 | Gene TM=1549720 | Trigger multiplicity=1 | Dead time (%)=42.489792 | Length (min.)=2.000000 | Comments=Remise de la config masquée(Csi masqués sauf C10. Chios démasquées)-entrée 3 gr 1 otée du trigger | Start Date=03/04/2001 11:56:00 | 
6014 | Events=1241222 | Faraday 1=916256 | Buffers=12108 | Gene DIRECT=7467330 | Gene MARQ=3442055 | Gene TM=1585881 | Trigger multiplicity=1 | Dead time (%)=39.398079 | Length (min.)=35.000000 | Comments=Couronne 6-10 en déclenchement - 10 mn interruption HF | Start Date=03/04/2001 11:58:00 | 
6015 | Events=660775 | Faraday 1=923137 | Buffers=6539 | Gene DIRECT=7639079 | Gene MARQ=3451543 | Gene TM=1602481 | Trigger multiplicity=1 | Dead time (%)=38.267876 | Length (min.)=15.000000 | Start Date=03/04/2001 12:34:00 | 
6016 | Events=1216170 | Faraday 1=935753 | Buffers=12109 | Gene DIRECT=8070116 | Gene MARQ=3476885 | Gene TM=1656542 | Trigger multiplicity=1 | Dead time (%)=36.064854 | Length (min.)=36.000000 | Comments=Couronne 11 | Start Date=03/04/2001 12:51:00 | 
6017 | Events=1210606 | Faraday 1=947889 | Buffers=12108 | Gene DIRECT=8399090 | Gene MARQ=3495894 | Gene TM=1686287 | Trigger multiplicity=1 | Dead time (%)=34.391590 | Length (min.)=30.000000 | Comments=Couronne 11 | Start Date=03/04/2001 13:27:00 | 
6018 | Events=186015 | Faraday 1=949775 | Buffers=1802 | Gene DIRECT=8442591 | Gene MARQ=3497060 | Gene TM=1691843 | Trigger multiplicity=1 | Dead time (%)=34.209534 | Length (min.)=4.000000 | Comments=Couronne 11 | Start Date=03/04/2001 14:01:00 | 
6019 | Events=262184 | Faraday 1=1774 | Buffers=10837 | Gene DIRECT=115128 | Gene MARQ=7477 | Gene TM=41112 | Trigger multiplicity=3 | Dead time (%)=38.190079 | Length (min.)=9.000000 | Start Date=05/04/2001 02:12:00 | 
6020 | Events=243757 | Faraday 1=2026 | Buffers=12115 | Gene DIRECT=132263 | Gene MARQ=6321 | Gene TM=40385 | Trigger multiplicity=4 | Dead time (%)=32.066349 | Length (min.)=12.000000 | 
7617 | Events=210929 | Faraday 1=2108 | Buffers=12112 | Gene DIRECT=103882 | Gene MARQ=6332 | Gene TM=17071 | Trigger multiplicity=4 | Dead time (%)=17.499744 | Length (min.)=9.500000 | 
7618 | Events=210090 | Faraday 1=2125 | Buffers=12110 | Gene DIRECT=99420 | Gene MARQ=6326 | Gene TM=16971 | Trigger multiplicity=4 | Dead time (%)=18.229961 | Length (min.)=9.000000 | 
7619 | Events=212012 | Faraday 1=2105 | Buffers=12111 | Gene DIRECT=101084 | Gene MARQ=3172 | Gene TM=17413 | Trigger multiplicity=4 | Dead time (%)=17.784336 | Length (min.)=9.000000 | 
7620 | Events=211587 | Faraday 1=2032 | Buffers=12112 | Gene DIRECT=105572 | Gene MARQ=6335 | Gene TM=17234 | Trigger multiplicity=4 | Dead time (%)=17.366507 | Length (min.)=9.500000 | 
7621 | Events=210773 | Faraday 1=1835 | Buffers=12111 | Gene DIRECT=100543 | Gene MARQ=6337 | Gene TM=17140 | Trigger multiplicity=4 | Dead time (%)=18.194170 | Length (min.)=9.000000 | 
7622 | Events=211194 | Faraday 1=1839 | Buffers=12111 | Gene DIRECT=101641 | Gene MARQ=6324 | Gene TM=17244 | Trigger multiplicity=4 | Dead time (%)=18.091211 | Length (min.)=9.000000 | 
7623 | Events=186376 | Faraday 1=1614 | Buffers=10663 | Gene DIRECT=99531 | Gene MARQ=6348 | Gene TM=15056 | Trigger multiplicity=4 | Dead time (%)=16.157454 | Length (min.)=9.000000 | Comments=Changement de DLT | 
7624 | Events=209794 | Faraday 1=2141 | Buffers=12110 | Gene DIRECT=99765 | Gene MARQ=6320 | Gene TM=26781 | Trigger multiplicity=4 | Dead time (%)=28.659639 | Length (min.)=8.000000 | Start Date=18/04/2001 | Logbook=12-178 | 
7625 | Events=209695 | Faraday 1=1900 | Buffers=12110 | Gene DIRECT=92103 | Gene MARQ=6341 | Gene TM=17065 | Trigger multiplicity=4 | Dead time (%)=19.898090 | Length (min.)=8.200000 | 
7626 | Events=211606 | Faraday 1=1892 | Buffers=12111 | Gene DIRECT=92051 | Gene MARQ=3156 | Gene TM=17163 | Trigger multiplicity=4 | Dead time (%)=19.307047 | Length (min.)=8.300000 | 
7627 | Events=210107 | Faraday 1=1864 | Buffers=12111 | Gene DIRECT=93890 | Gene MARQ=6345 | Gene TM=16901 | Trigger multiplicity=4 | Dead time (%)=19.305500 | Length (min.)=8.400000 | 
7628 | Events=211178 | Faraday 1=1862 | Buffers=12111 | Gene DIRECT=98304 | Gene MARQ=6331 | Gene TM=17280 | Trigger multiplicity=4 | Dead time (%)=18.788122 | Length (min.)=8.600000 | 
7629 | Events=211940 | Faraday 1=1880 | Buffers=12112 | Gene DIRECT=94158 | Gene MARQ=3173 | Gene TM=17460 | Trigger multiplicity=4 | Dead time (%)=19.189976 | Length (min.)=8.400000 | 
7630 | Events=210470 | Faraday 1=1888 | Buffers=12112 | Gene DIRECT=94369 | Gene MARQ=6316 | Gene TM=17164 | Trigger multiplicity=4 | Dead time (%)=19.492805 | Length (min.)=8.500000 | 
7631 | Events=210117 | Faraday 1=1914 | Buffers=12110 | Gene DIRECT=93404 | Gene MARQ=6343 | Gene TM=16977 | Trigger multiplicity=4 | Dead time (%)=19.500120 | Length (min.)=8.400000 | 
7632 | Events=211254 | Faraday 1=1951 | Buffers=12117 | Gene DIRECT=87937 | Gene MARQ=3158 | Gene TM=17367 | Trigger multiplicity=4 | Dead time (%)=20.485025 | Length (min.)=7.900000 | 
7633 | Events=209541 | Faraday 1=1953 | Buffers=12113 | Gene DIRECT=91082 | Gene MARQ=6345 | Gene TM=17049 | Trigger multiplicity=4 | Dead time (%)=20.119900 | Length (min.)=8.100000 | 
7634 | Events=210662 | Faraday 1=1962 | Buffers=12112 | Gene DIRECT=92490 | Gene MARQ=6326 | Gene TM=17343 | Trigger multiplicity=4 | Dead time (%)=20.127895 | Length (min.)=8.300000 | 
7635 | Events=211586 | Faraday 1=1965 | Buffers=12111 | Gene DIRECT=88030 | Gene MARQ=3174 | Gene TM=16986 | Trigger multiplicity=4 | Dead time (%)=20.017441 | Length (min.)=7.900000 | 
7636 | Events=210092 | Faraday 1=1965 | Buffers=12113 | Gene DIRECT=90162 | Gene MARQ=6323 | Gene TM=17152 | Trigger multiplicity=4 | Dead time (%)=20.458260 | Length (min.)=8.100000 | 
7637 | Events=211174 | Faraday 1=1968 | Buffers=12116 | Gene DIRECT=89218 | Gene MARQ=3178 | Gene TM=17124 | Trigger multiplicity=4 | Dead time (%)=19.902370 | Length (min.)=8.000000 | 
7638 | Events=211058 | Faraday 1=1993 | Buffers=12115 | Gene DIRECT=95108 | Gene MARQ=6328 | Gene TM=17231 | Trigger multiplicity=4 | Dead time (%)=19.408651 | Length (min.)=8.500000 | 
7639 | Events=211986 | Faraday 1=1938 | Buffers=12091 | Gene DIRECT=110708 | Gene MARQ=6350 | Gene TM=17109 | Trigger multiplicity=4 | Dead time (%)=16.394527 | Length (min.)=9.900000 | 
7640 | Events=211059 | Faraday 1=2123 | Buffers=12111 | Gene DIRECT=102715 | Gene MARQ=6335 | Gene TM=16983 | Trigger multiplicity=4 | Dead time (%)=17.620876 | Length (min.)=9.200000 | 
7641 | Events=217043 | Faraday 1=2238 | Buffers=12112 | Gene DIRECT=100873 | Gene MARQ=6340 | Gene TM=17407 | Trigger multiplicity=4 | Dead time (%)=18.413675 | Length (min.)=9.000000 | 
7642 | Events=39578 | Faraday 1=404 | Buffers=1965 | Gene DIRECT=16930 | Gene MARQ=0 | Gene TM=3033 | Trigger multiplicity=4 | Dead time (%)=17.914944 | Length (min.)=1.600000 | Comments=disjonction des Si couronnes 2-9 | Logbook=12/179 | 
7643 | Events=85449 | Faraday 1=898 | Buffers=4919 | Gene DIRECT=41036 | Gene MARQ=3169 | Gene TM=6971 | Trigger multiplicity=4 | Dead time (%)=18.409168 | Length (min.)=3.700000 | Comments=warning memes detecteurs | Logbook=12/179 | 
7644 | Events=20519 | Faraday 1=209 | Buffers=1118 | Gene DIRECT=15809 | Gene MARQ=0 | Gene TM=1817 | Trigger multiplicity=4 | Dead time (%)=11.493453 | Length (min.)=1.400000 | Comments=disjonction HF-C1 | Start Date=18-04-01 9h45 | Logbook=12/179 | 
7645 | Events=3981 | Faraday 1=0 | Buffers=998 | Gene DIRECT=16138 | Gene MARQ=16138 | Gene TM=0 | Trigger multiplicity=4 | Dead time (%)=0.000000 | Comments=Piédestaux ChIo. Si. Etalons | 
7646 | Events=4126 | Faraday 1=0 | Buffers=1034 | Gene DIRECT=16712 | Gene MARQ=16712 | Gene TM=0 | Trigger multiplicity=4 | Dead time (%)=0.000000 | Comments=Piédestaux CsI | 
7647 | Events=1573067 | Faraday 1=9 | Buffers=12065 | Gene DIRECT=212545 | Gene MARQ=0 | Gene TM=31283 | Trigger multiplicity=1 | Dead time (%)=14.718295 | Length (min.)=18.000000 | Comments=Run cosmiques | Start Date=19/04/2001 | Logbook=13/04/2001 | 
7648 | Events=1584157 | Faraday 1=3 | Buffers=12060 | Gene DIRECT=81725 | Gene MARQ=0 | Gene TM=19814 | Trigger multiplicity=1 | Dead time (%)=24.244722 | Length (min.)=7.300000 | Comments=Run cosmiques | 
7649 | Events=1584757 | Faraday 1=3 | Buffers=12050 | Gene DIRECT=63624 | Gene MARQ=0 | Gene TM=19592 | Trigger multiplicity=1 | Dead time (%)=30.793411 | Length (min.)=5.700000 | Comments=Run cosmiques | 
7650 | Events=1584643 | Faraday 1=3 | Buffers=12026 | Gene DIRECT=60197 | Gene MARQ=0 | Gene TM=21591 | Trigger multiplicity=1 | Dead time (%)=35.867237 | Length (min.)=5.300000 | Comments=Run cosmiques | 
7651 | Events=1569930 | Faraday 1=428 | Buffers=12117 | Gene DIRECT=243151 | Gene MARQ=0 | Gene TM=24289 | Trigger multiplicity=1 | Dead time (%)=9.989266 | Length (min.)=21.700001 | Comments=Run cosmiques | 
7652 | Events=1406711 | Faraday 1=1904 | Buffers=10949 | Gene DIRECT=421778 | Gene MARQ=0 | Gene TM=25782 | Trigger multiplicity=1 | Dead time (%)=6.112694 | Length (min.)=37.799999 | Comments=Run cosmiques | 
7653 | Events=1247181 | Faraday 1=1187 | Buffers=12114 | Gene DIRECT=80763 | Gene MARQ=6340 | Gene TM=19925 | Trigger multiplicity=1 | Dead time (%)=26.772638 | Length (min.)=7.000000 | Comments=intensité faisceau 350pA | 
7654 | Events=973537 | Faraday 1=1366 | Buffers=9412 | Gene DIRECT=44328 | Gene MARQ=1560 | Gene TM=14522 | Trigger multiplicity=1 | Dead time (%)=33.955296 | Length (min.)=4.000000 | Comments=passage à 600pA | 
7655 | Events=1036630 | Faraday 1=1892 | Buffers=12116 | Gene DIRECT=59835 | Gene MARQ=3155 | Gene TM=19021 | Trigger multiplicity=1 | Dead time (%)=33.558575 | Length (min.)=5.000000 | Comments=bouclier couronne 1 en place | 
7656 | Events=1042536 | Faraday 1=1809 | Buffers=12117 | Gene DIRECT=60960 | Gene MARQ=3177 | Gene TM=19528 | Trigger multiplicity=1 | Dead time (%)=33.795406 | Length (min.)=5.000000 | 
7657 | Events=1044296 | Faraday 1=1755 | Buffers=12116 | Gene DIRECT=61838 | Gene MARQ=3168 | Gene TM=19237 | Trigger multiplicity=1 | Dead time (%)=32.788479 | Length (min.)=6.000000 | 
7658 | Events=150977 | Faraday 1=261 | Buffers=1743 | Gene DIRECT=8798 | Gene MARQ=0 | Gene TM=3093 | Trigger multiplicity=1 | Dead time (%)=35.155716 | Length (min.)=1.000000 | Comments=arret pour passer en m>\equal2 | 
7659 | Events=740048 | Faraday 1=1995 | Buffers=12116 | Gene DIRECT=70289 | Gene MARQ=3178 | Gene TM=21220 | Trigger multiplicity=2 | Dead time (%)=31.619257 | Length (min.)=6.000000 | 
7660 | Events=606870 | Faraday 1=1638 | Buffers=9965 | Gene DIRECT=58097 | Gene MARQ=3171 | Gene TM=17465 | Trigger multiplicity=2 | Dead time (%)=31.797327 | Length (min.)=5.000000 | 
7661 | Events=562832 | Faraday 1=2269 | Buffers=12112 | Gene DIRECT=78280 | Gene MARQ=6328 | Gene TM=21755 | Trigger multiplicity=3 | Dead time (%)=30.235435 | Length (min.)=7.000000 | Comments=passage en Mult 3 | 
7662 | Events=479469 | Faraday 1=1948 | Buffers=10250 | Gene DIRECT=66660 | Gene MARQ=3174 | Gene TM=19406 | Trigger multiplicity=3 | Dead time (%)=30.567369 | Length (min.)=6.000000 | 
7663 | Events=509724 | Faraday 1=2369 | Buffers=12109 | Gene DIRECT=130921 | Gene MARQ=6337 | Gene TM=22319 | Trigger multiplicity=3 | Dead time (%)=17.914820 | Length (min.)=12.000000 | Comments=intensite faisceau 400pA | 
7664 | Events=498884 | Faraday 1=2434 | Buffers=12096 | Gene DIRECT=132605 | Gene MARQ=6320 | Gene TM=22140 | Trigger multiplicity=3 | Dead time (%)=17.531773 | Length (min.)=12.000000 | 
7665 | Events=497036 | Faraday 1=2424 | Buffers=12090 | Gene DIRECT=140282 | Gene MARQ=9502 | Gene TM=22198 | Trigger multiplicity=3 | Dead time (%)=16.973543 | Length (min.)=12.000000 | 
7666 | Events=500040 | Faraday 1=2422 | Buffers=12092 | Gene DIRECT=139649 | Gene MARQ=6348 | Gene TM=22391 | Trigger multiplicity=3 | Dead time (%)=16.797323 | Length (min.)=13.000000 | 
7667 | Events=494003 | Faraday 1=2438 | Buffers=12113 | Gene DIRECT=138606 | Gene MARQ=9503 | Gene TM=22286 | Trigger multiplicity=3 | Dead time (%)=17.262186 | Length (min.)=12.000000 | 
7668 | Events=485817 | Faraday 1=2520 | Buffers=12109 | Gene DIRECT=153988 | Gene MARQ=6319 | Gene TM=22029 | Trigger multiplicity=3 | Dead time (%)=14.917823 | Length (min.)=14.000000 | 
7669 | Events=480808 | Faraday 1=2602 | Buffers=12111 | Gene DIRECT=152716 | Gene MARQ=9498 | Gene TM=23306 | Trigger multiplicity=3 | Dead time (%)=16.273094 | Length (min.)=14.000000 | 
7670 | Events=472989 | Faraday 1=2590 | Buffers=12111 | Gene DIRECT=151230 | Gene MARQ=9507 | Gene TM=21762 | Trigger multiplicity=3 | Dead time (%)=15.355306 | Length (min.)=13.000000 | 
7671 | Events=479901 | Faraday 1=2593 | Buffers=12111 | Gene DIRECT=145660 | Gene MARQ=6347 | Gene TM=22262 | Trigger multiplicity=3 | Dead time (%)=15.979844 | Length (min.)=13.000000 | 
7672 | Events=489248 | Faraday 1=2454 | Buffers=12109 | Gene DIRECT=151424 | Gene MARQ=9504 | Gene TM=22316 | Trigger multiplicity=3 | Dead time (%)=15.724352 | Length (min.)=14.000000 | 
7673 | Events=522040 | Faraday 1=2197 | Buffers=12112 | Gene DIRECT=149789 | Gene MARQ=9501 | Gene TM=22401 | Trigger multiplicity=3 | Dead time (%)=15.967866 | Length (min.)=13.000000 | 
7674 | Events=489140 | Faraday 1=2549 | Buffers=12109 | Gene DIRECT=147476 | Gene MARQ=6319 | Gene TM=22259 | Trigger multiplicity=3 | Dead time (%)=15.768967 | Length (min.)=14.000000 | Comments=intensite faisceau 300pA | 
7675 | Events=483189 | Faraday 1=2618 | Buffers=12112 | Gene DIRECT=139386 | Gene MARQ=9498 | Gene TM=21883 | Trigger multiplicity=3 | Dead time (%)=16.847591 | Length (min.)=12.000000 | 
7676 | Events=530777 | Faraday 1=2405 | Buffers=12118 | Gene DIRECT=110373 | Gene MARQ=6348 | Gene TM=22555 | Trigger multiplicity=3 | Dead time (%)=21.682287 | Length (min.)=10.000000 | 
7677 | Events=675537 | Faraday 1=1353 | Buffers=12115 | Gene DIRECT=58917 | Gene MARQ=3155 | Gene TM=23552 | Trigger multiplicity=3 | Dead time (%)=42.236649 | Length (min.)=5.000000 | 
7678 | Events=652642 | Faraday 1=1231 | Buffers=12063 | Gene DIRECT=76284 | Gene MARQ=3180 | Gene TM=22447 | Trigger multiplicity=3 | Dead time (%)=30.705570 | Length (min.)=7.000000 | Comments=intensite faisceau 150pA | 
7679 | Events=633005 | Faraday 1=1158 | Buffers=12113 | Gene DIRECT=138769 | Gene MARQ=9506 | Gene TM=24483 | Trigger multiplicity=3 | Dead time (%)=18.940454 | Length (min.)=12.000000 | 
7680 | Events=627737 | Faraday 1=1239 | Buffers=12110 | Gene DIRECT=138906 | Gene MARQ=6330 | Gene TM=24699 | Trigger multiplicity=3 | Dead time (%)=18.630070 | Length (min.)=12.000000 | 
7681 | Events=625333 | Faraday 1=1264 | Buffers=12110 | Gene DIRECT=135173 | Gene MARQ=6335 | Gene TM=24525 | Trigger multiplicity=3 | Dead time (%)=19.035534 | Length (min.)=13.000000 | 
7682 | Trigger multiplicity=3 | Dead time (%)=0.000000 | Length (min.)=8.000000 | Comments=feuille de run absente | 
7683 | Events=567719 | Faraday 1=1668 | Buffers=12110 | Gene DIRECT=188211 | Gene MARQ=11305 | Gene TM=24321 | Trigger multiplicity=3 | Dead time (%)=13.747979 | Length (min.)=17.000000 | 
7684 | Events=569509 | Faraday 1=1676 | Buffers=12110 | Gene DIRECT=191994 | Gene MARQ=12110 | Gene TM=24079 | Trigger multiplicity=3 | Dead time (%)=13.385849 | Length (min.)=17.000000 | 
7685 | Events=562532 | Faraday 1=1651 | Buffers=12109 | Gene DIRECT=204448 | Gene MARQ=12658 | Gene TM=23807 | Trigger multiplicity=3 | Dead time (%)=12.413056 | Length (min.)=18.000000 | 
7686 | Events=559179 | Faraday 1=1671 | Buffers=12108 | Gene DIRECT=227936 | Gene MARQ=12673 | Gene TM=24089 | Trigger multiplicity=3 | Dead time (%)=11.190497 | Length (min.)=21.000000 | 
7687 | Events=588103 | Faraday 1=1541 | Buffers=12110 | Gene DIRECT=178619 | Gene MARQ=9503 | Gene TM=23511 | Trigger multiplicity=3 | Dead time (%)=13.902292 | Length (min.)=16.000000 | 
7688 | Events=605133 | Faraday 1=1511 | Buffers=12111 | Gene DIRECT=152971 | Gene MARQ=9506 | Gene TM=24087 | Trigger multiplicity=3 | Dead time (%)=16.789461 | Length (min.)=13.000000 | 
7689 | Events=589079 | Faraday 1=1479 | Buffers=12109 | Gene DIRECT=189719 | Gene MARQ=9507 | Gene TM=24691 | Trigger multiplicity=3 | Dead time (%)=13.701085 | Length (min.)=17.000000 | 
7690 | Events=583955 | Faraday 1=1471 | Buffers=12110 | Gene DIRECT=202456 | Gene MARQ=12678 | Gene TM=24553 | Trigger multiplicity=3 | Dead time (%)=12.937748 | Length (min.)=19.000000 | 
7691 | Events=583546 | Faraday 1=1466 | Buffers=12110 | Gene DIRECT=214849 | Gene MARQ=12665 | Gene TM=24400 | Trigger multiplicity=3 | Dead time (%)=12.068215 | Length (min.)=13.000000 | 
7692 | Events=587585 | Faraday 1=1400 | Buffers=12088 | Gene DIRECT=233442 | Gene MARQ=12669 | Gene TM=24647 | Trigger multiplicity=3 | Dead time (%)=11.163956 | Length (min.)=20.900000 | 
7693 | Events=581306 | Faraday 1=1464 | Buffers=12088 | Gene DIRECT=241180 | Gene MARQ=12679 | Gene TM=24358 | Trigger multiplicity=3 | Dead time (%)=10.659909 | Length (min.)=21.500000 | 
7694 | Events=576532 | Faraday 1=1448 | Buffers=12087 | Gene DIRECT=258191 | Gene MARQ=15823 | Gene TM=24467 | Trigger multiplicity=3 | Dead time (%)=10.094979 | Length (min.)=23.100000 | 
7695 | Events=583394 | Faraday 1=1355 | Buffers=12110 | Gene DIRECT=284693 | Gene MARQ=15844 | Gene TM=24366 | Trigger multiplicity=3 | Dead time (%)=9.063080 | Length (min.)=25.500000 | 
7696 | Events=591709 | Faraday 1=1321 | Buffers=12093 | Gene DIRECT=283975 | Gene MARQ=15836 | Gene TM=24848 | Trigger multiplicity=3 | Dead time (%)=9.266835 | Length (min.)=25.400000 | 
7697 | Events=428873 | Faraday 1=992 | Buffers=8676 | Gene DIRECT=149164 | Gene MARQ=6328 | Gene TM=17799 | Trigger multiplicity=3 | Dead time (%)=12.461144 | Length (min.)=13.400000 | Comments=disjonction chassis #1 | 
7698 | Events=531995 | Faraday 1=1192 | Buffers=10726 | Gene DIRECT=188610 | Gene MARQ=9505 | Gene TM=22156 | Trigger multiplicity=3 | Dead time (%)=12.370398 | Length (min.)=16.799999 | Comments=disjonction chassis #1 | 
7699 | Events=634154 | Faraday 1=2692 | Buffers=12110 | Gene DIRECT=151690 | Gene MARQ=7260 | Gene TM=21717 | Trigger multiplicity=2 | Dead time (%)=15.036350 | Length (min.)=13.500000 | Comments=reglage faisceau --> M>\equal2 | Start Date=20/04/2001 | Logbook=cah. 13 - p. 8 | 
7700 | Events=633749 | Faraday 1=2656 | Buffers=12110 | Gene DIRECT=158334 | Gene MARQ=9501 | Gene TM=21891 | Trigger multiplicity=2 | Dead time (%)=14.708431 | Length (min.)=14.000000 | 
7701 | Events=631276 | Faraday 1=2665 | Buffers=12111 | Gene DIRECT=155288 | Gene MARQ=9498 | Gene TM=21550 | Trigger multiplicity=2 | Dead time (%)=14.781535 | Length (min.)=14.000000 | 
7702 | Events=633392 | Faraday 1=2628 | Buffers=12108 | Gene DIRECT=167777 | Gene MARQ=9499 | Gene TM=21780 | Trigger multiplicity=2 | Dead time (%)=13.760598 | Length (min.)=15.000000 | 
7703 | Events=631914 | Faraday 1=2592 | Buffers=12109 | Gene DIRECT=171218 | Gene MARQ=9499 | Gene TM=21744 | Trigger multiplicity=2 | Dead time (%)=13.445544 | Length (min.)=15.300000 | 
7704 | Events=635000 | Faraday 1=2579 | Buffers=12110 | Gene DIRECT=178166 | Gene MARQ=9494 | Gene TM=22090 | Trigger multiplicity=2 | Dead time (%)=13.096424 | Length (min.)=15.900000 | 
7705 | Events=632792 | Faraday 1=2653 | Buffers=12110 | Gene DIRECT=165900 | Gene MARQ=9502 | Gene TM=23187 | Trigger multiplicity=2 | Dead time (%)=14.825637 | Length (min.)=14.800000 | 
7706 | Events=633723 | Faraday 1=2650 | Buffers=12110 | Gene DIRECT=163115 | Gene MARQ=9509 | Gene TM=21981 | Trigger multiplicity=2 | Dead time (%)=14.309988 | Length (min.)=14.600000 | 
7707 | Events=243769 | Faraday 1=1061 | Buffers=4660 | Gene DIRECT=54423 | Gene MARQ=3168 | Gene TM=8459 | Trigger multiplicity=2 | Dead time (%)=16.503756 | Length (min.)=5.000000 | Comments=disjonction chassis #1 | 
7708 | Events=631959 | Faraday 1=2746 | Buffers=12110 | Gene DIRECT=140937 | Gene MARQ=9495 | Gene TM=21437 | Trigger multiplicity=2 | Dead time (%)=16.309095 | Length (min.)=12.400000 | 
7709 | Events=643854 | Faraday 1=2662 | Buffers=12109 | Gene DIRECT=155369 | Gene MARQ=6345 | Gene TM=21836 | Trigger multiplicity=2 | Dead time (%)=14.652674 | Length (min.)=13.900000 | 
7710 | Events=638474 | Faraday 1=2599 | Buffers=12109 | Gene DIRECT=165568 | Gene MARQ=9506 | Gene TM=21667 | Trigger multiplicity=2 | Dead time (%)=13.883585 | Length (min.)=14.800000 | 
7711 | Events=640672 | Faraday 1=2579 | Buffers=12109 | Gene DIRECT=171149 | Gene MARQ=9503 | Gene TM=21843 | Trigger multiplicity=2 | Dead time (%)=13.512861 | Length (min.)=15.300000 | 
7712 | Events=339775 | Faraday 1=1400 | Buffers=6487 | Gene DIRECT=89306 | Gene MARQ=6319 | Gene TM=11491 | Trigger multiplicity=2 | Dead time (%)=13.846747 | Length (min.)=8.100000 | Comments=disjonction chassis #1 | 
7713 | Events=631070 | Faraday 1=2600 | Buffers=12036 | Gene DIRECT=163431 | Gene MARQ=9508 | Gene TM=21485 | Trigger multiplicity=2 | Dead time (%)=13.958278 | Length (min.)=14.600000 | Comments=changement de DLT | 
7714 | Events=635885 | Faraday 1=2732 | Buffers=12111 | Gene DIRECT=178237 | Gene MARQ=9499 | Gene TM=30333 | Trigger multiplicity=2 | Dead time (%)=17.976389 | Length (min.)=15.000000 | 
7715 | Events=634845 | Faraday 1=2585 | Buffers=12113 | Gene DIRECT=167494 | Gene MARQ=9501 | Gene TM=21810 | Trigger multiplicity=2 | Dead time (%)=13.804409 | Length (min.)=15.000000 | 
7716 | Events=642533 | Faraday 1=2547 | Buffers=12110 | Gene DIRECT=177396 | Gene MARQ=9503 | Gene TM=22119 | Trigger multiplicity=2 | Dead time (%)=13.174462 | Length (min.)=15.900000 | 
7717 | Trigger multiplicity=1 | Dead time (%)=0.000000 | Comments=pas feuille de run | 
7718 | Events=1228376 | Faraday 1=1365 | Buffers=12078 | Gene DIRECT=113009 | Gene MARQ=6333 | Gene TM=22203 | Trigger multiplicity=1 | Dead time (%)=20.813492 | Length (min.)=19.500000 | Comments=runs 7717 et 7718 | 
