# Runlist.csv file written by KVINDRADB::WriteRunListFile on Tue Dec  7 10:55:16 2010
Version=10
2 | Buffers=8067 | Events=32247 | Faraday 1=0 | Faraday 2=0 | DEC=0 | FC=0 | OK=0 | FT=0 | AVL=0 | OCD=0 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=35976 | Gene TM=0 | Gene MARQ=35976 | OA=0 | RAZ=0 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | PRG23=0 | Length (min.)=48.660367 | Size (MB)=126.046900 | Dead time (%)=0.000000 | Start Date=12-NOV-2010 09:31:29.00 | End Date=12-NOV-2010 10:20:19.00 | Comments=Piedestaux ChIo/Si sans HT | 
330 | Buffers=6306 | Events=125229 | Faraday 1=9 | PRG23=513126 | DEC=281503 | FC=125239 | OK=125239 | FT=125239 | AVL=0 | OCD=125239 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=59069 | Gene TM=11577 | Gene MARQ=0 | OA=125239 | RAZ=125240 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=5.345018 | Size (MB)=98.531250 | Dead time (%)=19.599113 | Start Date=28-NOV-2010 08:17:17.00 | End Date=28-NOV-2010 08:22:28.00 | 
331 | Buffers=6307 | Events=131165 | Faraday 1=9 | PRG23=511780 | DEC=285935 | FC=131161 | OK=131161 | FT=131161 | AVL=0 | OCD=131161 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=59789 | Gene TM=11698 | Gene MARQ=0 | OA=131161 | RAZ=131162 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=5.452982 | Size (MB)=98.546880 | Dead time (%)=19.565472 | Start Date=28-NOV-2010 08:22:28.00 | End Date=28-NOV-2010 08:28:11.00 | 
332 | Buffers=6308 | Events=133381 | Faraday 1=14 | PRG23=509682 | DEC=288290 | FC=133458 | OK=133458 | FT=133458 | AVL=0 | OCD=133458 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=60249 | Gene TM=11872 | Gene MARQ=0 | OA=133458 | RAZ=133459 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=5.431347 | Size (MB)=98.562500 | Dead time (%)=19.704891 | Start Date=28-NOV-2010 08:28:13.00 | End Date=28-NOV-2010 08:33:26.00 | 
333 | Buffers=6307 | Events=138926 | Faraday 1=9 | PRG23=504187 | DEC=293145 | FC=138854 | OK=138854 | FT=138854 | AVL=0 | OCD=138854 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=60122 | Gene TM=11937 | Gene MARQ=0 | OA=138854 | RAZ=138855 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=5.473515 | Size (MB)=98.546880 | Dead time (%)=19.854630 | Start Date=28-NOV-2010 08:33:26.00 | End Date=28-NOV-2010 08:39:10.00 | 
334 | Buffers=6308 | Events=138288 | Faraday 1=10 | PRG23=516013 | DEC=285580 | FC=138317 | OK=138317 | FT=138317 | AVL=0 | OCD=138317 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=64457 | Gene TM=11992 | Gene MARQ=0 | OA=138317 | RAZ=138318 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=5.809898 | Size (MB)=98.562500 | Dead time (%)=18.604650 | Start Date=28-NOV-2010 08:39:12.00 | End Date=28-NOV-2010 08:45:07.00 | 
335 | Buffers=4508 | Events=94861 | Faraday 1=7 | PRG23=383746 | DEC=194538 | FC=94849 | OK=94849 | FT=94849 | AVL=0 | OCD=94849 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=50273 | Gene TM=8534 | Gene MARQ=0 | OA=94849 | RAZ=94850 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=4.596733 | Size (MB)=70.437500 | Dead time (%)=16.975315 | Start Date=28-NOV-2010 08:45:07.00 | End Date=28-NOV-2010 08:49:25.00 | 
336 | Buffers=1511 | Events=33972 | Faraday 1=2 | PRG23=128065 | DEC=66319 | FC=34023 | OK=34023 | FT=34023 | AVL=0 | OCD=34023 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=17138 | Gene TM=3134 | Gene MARQ=0 | OA=34023 | RAZ=34023 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=1.580488 | Size (MB)=23.609380 | Dead time (%)=18.286848 | Start Date=28-NOV-2010 08:50:18.00 | End Date=28-NOV-2010 08:52:05.00 | 
337 | Buffers=2157 | Events=45408 | Faraday 1=3 | PRG23=186497 | DEC=88619 | FC=45464 | OK=45464 | FT=45464 | AVL=0 | OCD=45464 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=25776 | Gene TM=4133 | Gene MARQ=0 | OA=45464 | RAZ=45465 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=2.351322 | Size (MB)=33.703120 | Dead time (%)=16.034296 | Start Date=28-NOV-2010 08:56:16.00 | End Date=28-NOV-2010 08:58:26.00 | 
338 | Buffers=3053 | Events=64476 | Faraday 1=5 | PRG23=260097 | DEC=133124 | FC=64539 | OK=64539 | FT=64539 | AVL=0 | OCD=64539 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=34681 | Gene TM=5819 | Gene MARQ=0 | OA=64539 | RAZ=64539 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=3.153008 | Size (MB)=47.703120 | Dead time (%)=16.778639 | Start Date=28-NOV-2010 09:00:02.00 | End Date=28-NOV-2010 09:03:07.00 | 
339 | Buffers=2735 | Events=56175 | Faraday 1=13 | PRG23=711503 | DEC=228300 | FC=56242 | OK=56240 | FT=56240 | AVL=0 | OCD=56240 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=103459 | Gene TM=5316 | Gene MARQ=0 | OA=56240 | RAZ=56241 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=9.322337 | Size (MB)=42.734380 | Dead time (%)=5.138268 | Start Date=28-NOV-2010 09:04:06.00 | End Date=28-NOV-2010 09:13:16.00 | 
340 | Buffers=116 | Events=6131 | Faraday 1=1 | PRG23=7214 | DEC=6452 | FC=6177 | OK=6177 | FT=6177 | AVL=0 | OCD=6177 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=14165 | Gene TM=286 | Gene MARQ=0 | OA=6177 | RAZ=6178 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=3 | Length (min.)=1.317353 | Size (MB)=1.812500 | Dead time (%)=2.019061 | Start Date=28-NOV-2010 09:14:15.00 | End Date=28-NOV-2010 09:15:25.00 | Comments=Run sans cible, avec CF44, donc sans faisceau | 
341 | Buffers=4783 | Events=415480 | Faraday 1=4 | PRG23=210362 | DEC=1373122 | FC=415728 | OK=415728 | FT=415728 | AVL=0 | OCD=415728 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=30105 | Gene TM=15229 | Gene MARQ=0 | OA=415728 | RAZ=415729 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.695407 | Size (MB)=74.734380 | Dead time (%)=50.586281 | Start Date=28-NOV-2010 09:27:03.00 | End Date=28-NOV-2010 09:29:24.00 | 
342 | Buffers=5314 | Events=361004 | Faraday 1=4 | PRG23=202848 | DEC=1595549 | FC=361165 | OK=361165 | FT=361165 | AVL=0 | OCD=361165 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=25489 | Gene TM=14090 | Gene MARQ=0 | OA=361165 | RAZ=361165 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.298043 | Size (MB)=83.031250 | Dead time (%)=55.278748 | Start Date=28-NOV-2010 09:36:17.00 | End Date=28-NOV-2010 09:38:26.00 | Comments=On remet la cible, sans HT | 
343 | Buffers=6308 | Events=442623 | Faraday 1=4 | PRG23=230409 | DEC=1821707 | FC=439976 | OK=439976 | FT=439976 | AVL=0 | OCD=439976 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=29586 | Gene TM=16316 | Gene MARQ=0 | OA=439976 | RAZ=439976 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.651760 | Size (MB)=98.562500 | Dead time (%)=55.147705 | Start Date=28-NOV-2010 09:41:10.00 | End Date=28-NOV-2010 09:43:30.00 | Comments=On remet la HT sur le porte cible 7.5 kV | 
344 | Buffers=6308 | Events=462084 | Faraday 1=4 | PRG23=203315 | DEC=1646592 | FC=458960 | OK=458960 | FT=458960 | AVL=0 | OCD=458960 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=25489 | Gene TM=14595 | Gene MARQ=0 | OA=458960 | RAZ=458960 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.368142 | Size (MB)=98.562500 | Dead time (%)=57.259995 | Start Date=28-NOV-2010 09:43:30.00 | End Date=28-NOV-2010 09:46:11.00 | 
345 | Buffers=6307 | Events=465345 | Faraday 1=3 | PRG23=198457 | DEC=1689634 | FC=458829 | OK=458829 | FT=458829 | AVL=0 | OCD=458829 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=25084 | Gene TM=14322 | Gene MARQ=0 | OA=458829 | RAZ=458829 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.344180 | Size (MB)=98.546880 | Dead time (%)=57.096157 | Start Date=28-NOV-2010 09:46:11.00 | End Date=28-NOV-2010 09:48:21.00 | 
346 | Buffers=6308 | Events=466220 | Faraday 1=4 | PRG23=203575 | DEC=1616604 | FC=464202 | OK=464202 | FT=464202 | AVL=0 | OCD=464202 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=25819 | Gene TM=15173 | Gene MARQ=0 | OA=464202 | RAZ=464202 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.388550 | Size (MB)=98.562500 | Dead time (%)=58.766800 | Start Date=28-NOV-2010 09:48:21.00 | End Date=28-NOV-2010 09:51:03.00 | 
347 | Buffers=6308 | Events=465281 | Faraday 1=4 | PRG23=202975 | DEC=1551257 | FC=458016 | OK=458016 | FT=458016 | AVL=0 | OCD=458016 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=25801 | Gene TM=15122 | Gene MARQ=0 | OA=458016 | RAZ=458016 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.413313 | Size (MB)=98.562500 | Dead time (%)=58.610130 | Start Date=28-NOV-2010 09:51:03.00 | End Date=28-NOV-2010 09:53:16.00 | 
348 | Buffers=6002 | Events=446880 | Faraday 1=7 | PRG23=194588 | DEC=1514210 | FC=444952 | OK=444952 | FT=444952 | AVL=0 | OCD=444952 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=24912 | Gene TM=14601 | Gene MARQ=0 | OA=444952 | RAZ=444952 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.331887 | Size (MB)=93.781250 | Dead time (%)=58.610310 | Start Date=28-NOV-2010 09:53:16.00 | End Date=28-NOV-2010 09:55:26.00 | 
349 | Buffers=6308 | Events=385803 | Faraday 1=6 | PRG23=301741 | DEC=1237647 | FC=386907 | OK=386907 | FT=386907 | AVL=0 | OCD=386907 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=39171 | Gene TM=17206 | Gene MARQ=0 | OA=386907 | RAZ=386908 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=3.485475 | Size (MB)=98.562500 | Dead time (%)=43.925354 | Start Date=28-NOV-2010 09:59:20.00 | End Date=28-NOV-2010 10:03:04.00 | 
350 | Buffers=6308 | Events=357957 | Faraday 1=5 | PRG23=331379 | DEC=925483 | FC=358341 | OK=358341 | FT=358341 | AVL=0 | OCD=358341 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=43800 | Gene TM=18332 | Gene MARQ=0 | OA=358341 | RAZ=358341 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=3.943138 | Size (MB)=98.562500 | Dead time (%)=41.853882 | Start Date=28-NOV-2010 10:03:04.00 | End Date=28-NOV-2010 10:07:03.00 | 
351 | Buffers=27 | Events=1151 | Faraday 1=2 | PRG23=81309 | DEC=78167 | FC=7221 | OK=7221 | FT=7221 | AVL=0 | OCD=7221 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=10938 | Gene TM=9557 | Gene MARQ=0 | OA=7221 | RAZ=7221 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=1.254230 | Size (MB)=0.421875 | Dead time (%)=87.374290 | Start Date=28-NOV-2010 10:07:03.00 | End Date=28-NOV-2010 10:08:10.00 | 
352 | Buffers=6306 | Events=153088 | Faraday 1=11 | PRG23=480077 | DEC=238276 | FC=153498 | OK=153498 | FT=153498 | AVL=0 | OCD=153498 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=67084 | Gene TM=12700 | Gene MARQ=0 | OA=153498 | RAZ=153499 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=5.986742 | Size (MB)=98.531250 | Dead time (%)=18.931488 | Start Date=28-NOV-2010 10:08:29.00 | End Date=28-NOV-2010 10:14:29.00 | 
353 | Buffers=2628 | Events=66427 | Faraday 1=5 | PRG23=214935 | DEC=99547 | FC=66557 | OK=66557 | FT=66557 | AVL=0 | OCD=66557 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=30832 | Gene TM=5614 | Gene MARQ=0 | OA=66557 | RAZ=66558 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.826298 | Size (MB)=41.062500 | Dead time (%)=18.208355 | Start Date=28-NOV-2010 10:15:00.00 | End Date=28-NOV-2010 10:17:25.00 | 
354 | Buffers=6308 | Events=155546 | Faraday 1=15 | PRG23=527669 | DEC=215007 | FC=155908 | OK=155908 | FT=155908 | AVL=0 | OCD=155908 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=85626 | Gene TM=12697 | Gene MARQ=0 | OA=155908 | RAZ=155909 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=7.687265 | Size (MB)=98.562500 | Dead time (%)=14.828440 | Start Date=28-NOV-2010 10:23:12.00 | End Date=28-NOV-2010 10:31:03.00 | 
355 | Buffers=6308 | Events=157560 | Faraday 1=13 | PRG23=551957 | DEC=207968 | FC=157802 | OK=157802 | FT=157802 | AVL=0 | OCD=157802 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=96842 | Gene TM=12684 | Gene MARQ=0 | OA=157802 | RAZ=157803 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=8.789220 | Size (MB)=98.562500 | Dead time (%)=13.097623 | Start Date=28-NOV-2010 10:31:03.00 | End Date=28-NOV-2010 10:39:27.00 | 
356 | Buffers=14 | Events=239 | Faraday 1=1 | PRG23=663 | DEC=245 | FC=239 | OK=239 | FT=239 | AVL=0 | OCD=239 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=1112 | Gene TM=304 | Gene MARQ=0 | OA=239 | RAZ=240 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=0.236417 | Size (MB)=0.218750 | Dead time (%)=27.338129 | Start Date=28-NOV-2010 10:39:27.00 | End Date=28-NOV-2010 10:40:04.00 | 
357 | Buffers=5033 | Events=28912 | Faraday 1=12 | PRG23=58812 | DEC=3135 | FC=28929 | OK=28929 | FT=28929 | AVL=0 | OCD=28929 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=28929 | Gene DIRECT=116010 | Gene TM=0 | Gene MARQ=116010 | OA=28929 | RAZ=28929 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=10.431235 | Size (MB)=78.640620 | Dead time (%)=0.000000 | Start Date=28-NOV-2010 10:49:27.00 | End Date=28-NOV-2010 11:00:10.00 | Comments=Piedestaux ChIo/Si | 
358 | Buffers=5328 | Events=15967 | Faraday 1=7 | PRG23=28226 | DEC=1665 | FC=15976 | OK=15976 | FT=15976 | AVL=0 | OCD=15976 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=15976 | Gene DIRECT=64197 | Gene TM=0 | Gene MARQ=64197 | OA=15976 | RAZ=15977 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=5.805933 | Size (MB)=83.250000 | Dead time (%)=0.000000 | Start Date=28-NOV-2010 11:23:16.00 | End Date=28-NOV-2010 11:29:10.00 | Comments=Piedestaux CsI | 
359 | Buffers=778 | Events=62496 | Faraday 1=1 | PRG23=21921 | DEC=79972 | FC=62768 | OK=62768 | FT=62768 | AVL=0 | OCD=62768 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=40620 | Gene TM=3195 | Gene MARQ=0 | OA=62768 | RAZ=62769 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=3.695173 | Size (MB)=12.156250 | Dead time (%)=7.865583 | Start Date=28-NOV-2010 12:29:08.00 | End Date=28-NOV-2010 12:32:29.00 | Comments=On ne laisse que les CsI sous HT | Logbook=p. 78 | 
360 | Buffers=6306 | Events=570167 | Faraday 1=2 | PRG23=16260 | DEC=1770844 | FC=573320 | OK=573320 | FT=573320 | AVL=0 | OCD=573320 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=28878 | Gene TM=17315 | Gene MARQ=0 | OA=573320 | RAZ=573320 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.552360 | Size (MB)=98.531250 | Dead time (%)=59.959137 | Start Date=28-NOV-2010 12:36:05.00 | End Date=28-NOV-2010 12:38:22.00 | 
361 | Buffers=6308 | Events=545710 | Faraday 1=9 | PRG23=75170 | DEC=1629436 | FC=548329 | OK=548329 | FT=548329 | AVL=0 | OCD=548329 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=147374 | Gene TM=18886 | Gene MARQ=0 | OA=548329 | RAZ=548329 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=13.247642 | Size (MB)=98.562500 | Dead time (%)=12.815015 | Start Date=28-NOV-2010 12:38:22.00 | End Date=28-NOV-2010 12:51:29.00 | 
362 | Buffers=6309 | Events=549055 | Faraday 1=9 | PRG23=74157 | DEC=1377748 | FC=547162 | OK=547162 | FT=547162 | AVL=0 | OCD=547162 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=131252 | Gene TM=19951 | Gene MARQ=0 | OA=547162 | RAZ=547162 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=11.849795 | Size (MB)=98.578120 | Dead time (%)=15.200530 | Start Date=28-NOV-2010 12:51:29.00 | End Date=28-NOV-2010 13:03:25.00 | 
363 | Buffers=6306 | Events=570189 | Faraday 1=1 | PRG23=12893 | DEC=2298713 | FC=566858 | OK=566858 | FT=566858 | AVL=0 | OCD=566858 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=25541 | Gene TM=13147 | Gene MARQ=0 | OA=566858 | RAZ=566858 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.343613 | Size (MB)=98.531250 | Dead time (%)=51.474102 | Start Date=28-NOV-2010 13:03:25.00 | End Date=28-NOV-2010 13:06:05.00 | 
364 | Buffers=6307 | Events=569960 | Faraday 1=1 | PRG23=14610 | DEC=2004175 | FC=565855 | OK=565855 | FT=565855 | AVL=0 | OCD=565855 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=26648 | Gene TM=14796 | Gene MARQ=0 | OA=565855 | RAZ=565855 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.468215 | Size (MB)=98.546880 | Dead time (%)=55.523869 | Start Date=28-NOV-2010 13:06:05.00 | End Date=28-NOV-2010 13:08:19.00 | 
365 | Buffers=6306 | Events=569981 | Faraday 1=2 | PRG23=17323 | DEC=1912545 | FC=570918 | OK=570917 | FT=570917 | AVL=0 | OCD=570917 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=27505 | Gene TM=15750 | Gene MARQ=0 | OA=570917 | RAZ=570917 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.516528 | Size (MB)=98.531250 | Dead time (%)=57.262318 | Start Date=28-NOV-2010 13:08:19.00 | End Date=28-NOV-2010 13:11:05.00 | 
366 | Buffers=6308 | Events=570025 | Faraday 1=2 | PRG23=17762 | DEC=1943097 | FC=572256 | OK=572256 | FT=572256 | AVL=0 | OCD=572256 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=27365 | Gene TM=15626 | Gene MARQ=0 | OA=572256 | RAZ=572256 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.517757 | Size (MB)=98.562500 | Dead time (%)=57.102139 | Start Date=28-NOV-2010 13:11:05.00 | End Date=28-NOV-2010 13:13:21.00 | 
367 | Buffers=6308 | Events=570228 | Faraday 1=2 | PRG23=11631 | DEC=1945664 | FC=563898 | OK=563898 | FT=563898 | AVL=0 | OCD=563898 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=26978 | Gene TM=15249 | Gene MARQ=0 | OA=563898 | RAZ=563898 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.519262 | Size (MB)=98.562500 | Dead time (%)=56.523834 | Start Date=28-NOV-2010 13:13:21.00 | End Date=28-NOV-2010 13:16:06.00 | 
368 | Buffers=6309 | Events=543613 | Faraday 1=11 | PRG23=82141 | DEC=1878851 | FC=537604 | OK=537604 | FT=537604 | AVL=0 | OCD=537604 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=159622 | Gene TM=20906 | Gene MARQ=0 | OA=537604 | RAZ=537604 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=14.375202 | Size (MB)=98.578120 | Dead time (%)=13.097192 | Start Date=28-NOV-2010 13:16:06.00 | End Date=28-NOV-2010 13:30:17.00 | 
369 | Buffers=6309 | Events=549427 | Faraday 1=6 | PRG23=75343 | DEC=1502216 | FC=544730 | OK=544729 | FT=544729 | AVL=0 | OCD=544729 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=129721 | Gene TM=19060 | Gene MARQ=0 | OA=544729 | RAZ=544729 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=11.703332 | Size (MB)=98.578120 | Dead time (%)=14.693072 | Start Date=28-NOV-2010 13:30:17.00 | End Date=28-NOV-2010 13:42:09.00 | 
370 | Buffers=6307 | Events=570238 | Faraday 1=1 | PRG23=10468 | DEC=2214444 | FC=568421 | OK=568421 | FT=568421 | AVL=0 | OCD=568421 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=25914 | Gene TM=13977 | Gene MARQ=0 | OA=568421 | RAZ=568421 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.388355 | Size (MB)=98.546880 | Dead time (%)=53.936096 | Start Date=28-NOV-2010 13:42:09.00 | End Date=28-NOV-2010 13:44:20.00 | 
371 | Buffers=6308 | Events=570299 | Faraday 1=1 | PRG23=13845 | DEC=2087587 | FC=566255 | OK=566255 | FT=566255 | AVL=0 | OCD=566255 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=26269 | Gene TM=14434 | Gene MARQ=0 | OA=566255 | RAZ=566255 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.439968 | Size (MB)=98.562500 | Dead time (%)=54.946896 | Start Date=28-NOV-2010 13:44:21.00 | End Date=28-NOV-2010 13:47:04.00 | 
372 | Buffers=6308 | Events=570364 | Faraday 1=1 | PRG23=14583 | DEC=1934350 | FC=571005 | OK=571005 | FT=571005 | AVL=0 | OCD=571005 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=27377 | Gene TM=15707 | Gene MARQ=0 | OA=571006 | RAZ=571006 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.514725 | Size (MB)=98.562500 | Dead time (%)=57.372978 | Start Date=28-NOV-2010 13:47:04.00 | End Date=28-NOV-2010 13:49:19.00 | 
373 | Buffers=6307 | Events=570090 | Faraday 1=0 | PRG23=15362 | DEC=1870144 | FC=563414 | OK=563414 | FT=563414 | AVL=0 | OCD=563414 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=27356 | Gene TM=15763 | Gene MARQ=0 | OA=563414 | RAZ=563414 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=2.544988 | Size (MB)=98.546880 | Dead time (%)=57.621727 | Start Date=28-NOV-2010 13:49:19.00 | End Date=28-NOV-2010 13:52:06.00 | 
374 | Buffers=6308 | Events=559229 | Faraday 1=5 | PRG23=50459 | DEC=2450081 | FC=552832 | OK=552830 | FT=552830 | AVL=0 | OCD=552830 | Gene LASER=0 | Gene ELECT=0 | Gene TEST=0 | Gene DIRECT=84656 | Gene TM=18711 | Gene MARQ=0 | OA=552830 | RAZ=552830 | Plast All=0 | Plast G=0 | Plast C=0 | Plast D=0 | Trigger multiplicity=1 | Length (min.)=7.677525 | Size (MB)=98.562500 | Dead time (%)=22.102390 | Start Date=28-NOV-2010 13:52:06.00 | End Date=28-NOV-2010 13:59:26.00 | 
